Cue,Answer,Shuffle,Stimuli Notes,Value
ashcan,,ON,4.571428571,82
ashes,,ON,4.862068966,83
ashtray,,ON,5.44,84
asparagus,,ON,5.56,85
asphalt,,ON,5.384615385,86
ass,,ON,5.304347826,87
assassin,,ON,4.32,88
assemblyman,,ON,4.72,89
asshole,,ON,4.5,90
astronaut,,ON,4.357142857,91
athlete,,ON,4.916666667,92
atlas,,ON,5.166666667,93
attendant,,ON,5.083333333,94
attire,,ON,5.086956522,95
attorney,,ON,4.72,96
auditorium,,ON,4.392857143,97
aunt,,ON,5.041666667,98
author,,ON,4.4,99
auto,,ON,4.391304348,100
automobile,,ON,5.64,101
automotive,,ON,4.454545455,102
avocado,,ON,6.24137931,103
awning,,ON,4.565217391,104
ax,,ON,6.08,105
axe,,ON,6.153846154,106
axes,,ON,4.833333333,107
axle,,ON,4.904761905,108
azalea,,ON,5.263157895,109
babe,,ON,4.555555556,110
baby,,ON,6.285714286,111
backboard,,ON,4.565217391,112
backbone,,ON,4.64,113
backdoor,,ON,5.2,114
backgammon,,ON,4.869565217,115
backpack,,ON,5.72,116
backscratcher,,ON,5.52,117
bacon,,ON,5.916666667,118
badge,,ON,5.72,119
badminton,,ON,4.92,120
bag,,ON,6.038461538,121
baggage,,ON,5.965517241,122
bagpipe,,ON,5.761904762,123
bagpipes,,ON,5,124
bait,,ON,4.375,125
baklava,,ON,5.454545455,126
balcony,,ON,4.739130435,127
ball,,ON,6.608695652,128
ballerina,,ON,4.695652174,129
balloon,,ON,5.523809524,130
balloonist,,ON,4.275862069,131
ballot,,ON,4.434782609,132
ballplayer,,ON,4.56,133
balm,,ON,4.583333333,134
bamboo,,ON,5.68,135
banana,,ON,6.107142857,136
band,,ON,4.384615385,137
bandage,,ON,6.304347826,138
bangle,,ON,5.115384615,139
banister,,ON,5.130434783,140
banjo,,ON,6.291666667,141
bank,,ON,4.72,142
bankbook,,ON,5.363636364,143
banknote,,ON,4.52173913,144
banquet,,ON,4.538461538,145
barbecue,,ON,4.833333333,146
barber,,ON,4.958333333,147
barkeep,,ON,4.260869565,148
barley,,ON,4.541666667,149
barman,,ON,4.818181818,150
barn,,ON,5.173913043,151
barnacle,,ON,4.260869565,152
barrel,,ON,5.304347826,153
barrette,,ON,6,154
barricade,,ON,4.28,155
bartender,,ON,4.64,156
baseball,,ON,6.037037037,157
baseboard,,ON,5.375,158
basement,,ON,4.6,159
basil,,ON,5.916666667,160
basin,,ON,4.818181818,161
basket,,ON,6.391304348,162
basketball,,ON,6.25,163
bass,,ON,4.37037037,164
bassinet,,ON,5.375,165
bat,,ON,5.041666667,166
bath,,ON,5.964285714,167
bathe,,ON,5.214285714,168
bathroom,,ON,6,169
bathtub,,ON,6.565217391,170
baton,,ON,5.913043478,171
battery,,ON,4.8,172
battleship,,ON,4.36,173
bayonet,,ON,4.916666667,174
bazooka,,ON,5.041666667,175
beach,,ON,5.666666667,176
beachwear,,ON,6.304347826,177
bead,,ON,5.545454545,178
beagle,,ON,5.2,179
beaker,,ON,5.416666667,180
beanstalk,,ON,4.5,181
beard,,ON,5.565217391,182
beautician,,ON,4.608695652,183
bed,,ON,6.36,184
bedclothes,,ON,5.708333333,185
bedpost,,ON,5.346153846,186
bedroom,,ON,5.708333333,187
bedspread,,ON,6.08,188
beef,,ON,5.714285714,189
beefcake,,ON,4.458333333,190
beefsteak,,ON,5.227272727,191
beer,,ON,5.791666667,192
beet,,ON,5.32,193
beetle,,ON,5.166666667,194
beggar,,ON,4.28,195
bell,,ON,5.76,196
bellboy,,ON,4.8,197
bellflower,,ON,4.428571429,198
bellman,,ON,4.32,199
belly,,ON,5.846153846,200
belongings,,ON,5.173913043,201
belt,,ON,5.80952381,202
bench,,ON,6.166666667,203
beret,,ON,5.695652174,204
berry,,ON,5.523809524,205
beverage,,ON,6.208333333,206
bib,,ON,5.375,207
bible,,ON,5.826086957,208
bicep,,ON,5.666666667,209
bicycle,,ON,6.08,210
bifocal,,ON,4.9,211
bifocals,,ON,5.875,212
bike,,ON,6.48,213
bill,,ON,5.111111111,214
billfold,,ON,5.444444444,215
billiards,,ON,4.925925926,216
bin,,ON,5.260869565,217
binoculars,,ON,6.16,218
biologist,,ON,4.48,219
bird,,ON,4.896551724,220
birdbath,,ON,4.916666667,221
birdseed,,ON,5.739130435,222
birthmark,,ON,4.333333333,223
biscuit,,ON,5.964285714,224
bisque,,ON,4.28,225
bistro,,ON,4.518518519,226
blackberry,,ON,5.416666667,227
blackboard,,ON,5.392857143,228
blackhead,,ON,4.739130435,229
blackheads,,ON,4.260869565,230
blade,,ON,5.833333333,231
blanket,,ON,6.56,232
blazer,,ON,5.652173913,233
bleach,,ON,5.32,234
bleacher,,ON,5.083333333,235
blender,,ON,5.739130435,236
blindfold,,ON,5.125,237
blister,,ON,5.2,238
block,,ON,5.413793103,239
bloke,,ON,4.541666667,240
blood,,ON,5.32,241
bloodhound,,ON,4.833333333,242
bloomers,,ON,4.4,243
blouse,,ON,6.47826087,244
blower,,ON,4.48,245
blowgun,,ON,4.625,246
blowpipe,,ON,5,247
blowtorch,,ON,5.541666667,248
blueberry,,ON,6,249
bluefish,,ON,4.48,250
blueprint,,ON,4.833333333,251
boa,,ON,4.333333333,252
board,,ON,4.48,253
boardinghouse,,ON,4.565217391,254
boat,,ON,5.130434783,255
boathouse,,ON,4.52173913,256
boatman,,ON,4.76,257
bobsleigh,,ON,5.64,258
bodice,,ON,4.80952381,259
body,,ON,6.038461538,260
bodybuilder,,ON,4.958333333,261
bodyguard,,ON,4.72,262
bolt,,ON,4.925925926,263
bomb,,ON,4.384615385,264
bonbon,,ON,4.807692308,265
bondsman,,ON,4.416666667,266
bone,,ON,5.259259259,267
bong,,ON,5.6,268
bonnet,,ON,6.043478261,269
book,,ON,6.47826087,270
bookbinder,,ON,4.75,271
bookcase,,ON,5.56,272
bookend,,ON,5.291666667,273
bookkeeper,,ON,4.458333333,274
booklet,,ON,5.5,275
bookmark,,ON,5.857142857,276
bookmarker,,ON,4.576923077,277
bookseller,,ON,5,278
bookshelf,,ON,5.727272727,279
boomerang,,ON,5.666666667,280
boot,,ON,6.555555556,281
booth,,ON,4.92,282
bootlace,,ON,5.64,283
boots,,ON,6.434782609,284
booze,,ON,5.84,285
bosom,,ON,5.52,286
bottle,,ON,5.464285714,287
boulder,,ON,4.958333333,288
bouquet,,ON,4.909090909,289
bourbon,,ON,5.173913043,290
boutique,,ON,4.692307692,291
bowl,,ON,6.16,292
bowling,,ON,5,293
box,,ON,6.291666667,294
boxer,,ON,4.608695652,295
boy,,ON,4.962962963,296
boyfriend,,ON,6.310344828,297
bra,,ON,6.52173913,298
brace,,ON,5.04,299
bracelet,,ON,6.5,300
braid,,ON,5.64,301
bran,,ON,4.407407407,302
branch,,ON,4.821428571,303
brandy,,ON,5.64,304
brass,,ON,4.4,305
brassiere,,ON,5.666666667,306
bratwurst,,ON,5.434782609,307
bread,,ON,6.230769231,308
breadbasket,,ON,5.222222222,309
breadboard,,ON,5.44,310
breakfast,,ON,6.173913043,311
breast,,ON,5.4,312
breastbone,,ON,5.318181818,313
breastplate,,ON,5.136363636,314
breasts,,ON,6.173913043,315
breeches,,ON,4.666666667,316
brick,,ON,5.64,317
bricklayer,,ON,4.84,318
brickwork,,ON,4.777777778,319
bridegroom,,ON,4.384615385,320
bridesmaid,,ON,5.08,321
bridge,,ON,5.52173913,322
briefcase,,ON,6.25,323
briefs,,ON,5.64,324
brisket,,ON,5.291666667,325
broach,,ON,5.041666667,326
broccoli,,ON,5.04,327
brochure,,ON,6.2,328
broiler,,ON,5.25,329
broker,,ON,4.464285714,330
brooch,,ON,5.130434783,331
broom,,ON,6.416666667,332
broomstick,,ON,6.043478261,333
broth,,ON,5.321428571,334
brother,,ON,5.043478261,335
brow,,ON,4.416666667,336
brush,,ON,6.043478261,337
brushes,,ON,4.857142857,338
bubble,,ON,4.64,339
buck,,ON,4.291666667,340
bucket,,ON,6,341
buckle,,ON,4.846153846,342
buckwheat,,ON,4.44,343
buddy,,ON,4.916666667,344
buffalo,,ON,4.692307692,345
buffet,,ON,5.409090909,346
bug,,ON,5.296296296,347
bugle,,ON,4.541666667,348
builder,,ON,4.826086957,349
building,,ON,5.208333333,350
bulb,,ON,5.391304348,351
bulldozer,,ON,4.565217391,352
bullet,,ON,5.772727273,353
bullfighter,,ON,4.6,354
bullfrog,,ON,4.884615385,355
bully,,ON,4.857142857,356
bum,,ON,4.346153846,357
bun,,ON,5.916666667,358
bunion,,ON,4.36,359
bunk,,ON,4.260869565,360
bunkhouse,,ON,4.625,361
bunkmate,,ON,4.458333333,362
bunny,,ON,4.5,363
buoy,,ON,5.125,364
burger,,ON,6.111111111,365
burglar,,ON,4.260869565,366
burlap,,ON,5.333333333,367
bus,,ON,5.192307692,368
bush,,ON,4.8,369
businessman,,ON,5.25,370
businesswoman,,ON,5.08,371
busman,,ON,4.68,372
butcher,,ON,4.739130435,373
butt,,ON,5.652173913,374
butter,,ON,6.217391304,375
buttercup,,ON,5.48,376
buttermilk,,ON,4.826086957,377
butterscotch,,ON,4.769230769,378
buttock,,ON,5.25,379
buttocks,,ON,6.434782609,380
button,,ON,6.153846154,381
buttonhole,,ON,5.074074074,382
buttonhook,,ON,4.45,383
bystander,,ON,4.791666667,384
cab,,ON,5.6,385
cabbage,,ON,5.608695652,386
cabdriver,,ON,5.12,387
cabin,,ON,4.56,388
cabinet,,ON,5.64,389
cable,,ON,4.913043478,390
cacti,,ON,4.333333333,391
cactus,,ON,4.5,392
caddy,,ON,4.913043478,393
cadet,,ON,4.291666667,394
cadillac,,ON,5.12,395
cafe,,ON,4.772727273,396
cafeteria,,ON,4.8,397
cage,,ON,5.291666667,398
cake,,ON,6.086956522,399
calculator,,ON,6.24,400
calender,,ON,5.84,401
calf,,ON,5.08,402
calipers,,ON,4.666666667,403
calves,,ON,5,404
camel,,ON,4.52173913,405
camera,,ON,6.086956522,406
camisole,,ON,5.476190476,407
can,,ON,4.88,408
candidate,,ON,4.739130435,409
candle,,ON,5.166666667,410
candlestick,,ON,6,411
candy,,ON,6.4,412
cane,,ON,6.068965517,413
canine,,ON,5.375,414
cannabis,,ON,5.666666667,415
cannonball,,ON,4.304347826,416
canoe,,ON,5.818181818,417
cantaloupe,,ON,5.666666667,418
canteen,,ON,5.607142857,419
canvas,,ON,5.590909091,420
canvass,,ON,4.347826087,421
cap,,ON,5.826086957,422
capacitor,,ON,4.375,423
cape,,ON,5.416666667,424
capes,,ON,4.481481481,425
capsule,,ON,5.041666667,426
captain,,ON,4.913043478,427
car,,ON,6.035714286,428
caramel,,ON,5.28,429
card,,ON,5.56,430
cardboard,,ON,5.739130435,431
cardigan,,ON,6.130434783,432
caretaker,,ON,5.071428571,433
carnival,,ON,5.125,434
carp,,ON,4.52173913,435
carpenter,,ON,5.464285714,436
carpet,,ON,6.041666667,437
carpeting,,ON,5.115384615,438
carport,,ON,4.28,439
carriage,,ON,5.08,440
carrot,,ON,6.043478261,441
cart,,ON,5.4,442
carton,,ON,5,443
cartridge,,ON,5.12,444
case,,ON,4.272727273,445
casebook,,ON,5.391304348,446
caseworker,,ON,4.32,447
cash,,ON,6.36,448
cashier,,ON,4.888888889,449
cashmere,,ON,4.875,450
casket,,ON,4.714285714,451
casserole,,ON,5.88,452
cassette,,ON,5.148148148,453
castle,,ON,4.307692308,454
cat,,ON,5.913043478,455
catalogue,,ON,5.916666667,456
catapult,,ON,4.84,457
caterpillar,,ON,5.083333333,458
catfish,,ON,5,459
cathedral,,ON,4.5,460
catnip,,ON,4.52,461
catsup,,ON,5.074074074,462
cattle,,ON,4.625,463
catwalk,,ON,4.652173913,464
cauldron,,ON,4.8,465
cauliflower,,ON,5.269230769,466
cavalryman,,ON,4.291666667,467
caviar,,ON,4.818181818,468
cayenne,,ON,5.347826087,469
cedar,,ON,4.583333333,470
celery,,ON,6.086956522,471
cellar,,ON,4.6,472
cellist,,ON,4.869565217,473
cello,,ON,5.038461538,474
cellophane,,ON,4.703703704,475
cement,,ON,5.04,476
cent,,ON,5.12,477
centipede,,ON,5.25,478
ceramic,,ON,4.62962963,479
ceramics,,ON,5.458333333,480
cereal,,ON,5.958333333,481
certificate,,ON,5.041666667,482
cervix,,ON,4.739130435,483
chain,,ON,5.958333333,484
chair,,ON,6.88,485
chairman,,ON,4.965517241,486
chairperson,,ON,4.44,487
chairwoman,,ON,4.347826087,488
chalet,,ON,4.416666667,489
chalice,,ON,5.208333333,490
chalk,,ON,5.92,491
chambermaid,,ON,4.727272727,492
champagne,,ON,5.583333333,493
chapel,,ON,4.52,494
chaplain,,ON,4.72,495
charcoal,,ON,4.740740741,496
chart,,ON,4.428571429,497
chauffeur,,ON,4.84,498
checkbook,,ON,5.666666667,499
checkerboard,,ON,5.391304348,500
checklist,,ON,4.464285714,501
cheddar,,ON,5.291666667,502
cheek,,ON,5.481481481,503
cheekbone,,ON,4.88,504
cheerleader,,ON,5.285714286,505
cheese,,ON,6.391304348,506
cheesecake,,ON,6.458333333,507
cheesecloth,,ON,5.52173913,508
chef,,ON,4.64,509
chemicals,,ON,5.04,510
cherry,,ON,5.454545455,511
chessboard,,ON,6.04,512
chest,,ON,5.851851852,513
chestnut,,ON,5.555555556,514
chevy,,ON,4.956521739,515
chick,,ON,4.47826087,516
chicken,,ON,5.5,517
chickenfeed,,ON,4.72,518
chihuahua,,ON,6.25,519
child,,ON,5.695652174,520
childbirth,,ON,4.391304348,521
children,,ON,5.52,522
chili,,ON,5.291666667,523
chimney,,ON,4.730769231,524
chimpanzee,,ON,4.260869565,525
chin,,ON,5.884615385,526
chinaware,,ON,5.913043478,527
chinchilla,,ON,4.925925926,528
chip,,ON,5.181818182,529
chiropractor,,ON,5.5,530
chisel,,ON,5.333333333,531
chocolate,,ON,6.307692308,532
chopstick,,ON,5.625,533
chopsticks,,ON,6.391304348,534
choreographer,,ON,4.826086957,535
chow,,ON,4.642857143,536
chowder,,ON,4.96,537
chronograph,,ON,4.684210526,538
chronometer,,ON,4.5,539
chrysanthemum,,ON,5.727272727,540
cider,,ON,4.958333333,541
cigar,,ON,5.962962963,542
cigarette,,ON,6.272727273,543
citrus,,ON,4.6,544
clam,,ON,4.375,545
clamp,,ON,5.36,546
clamshell,,ON,4.347826087,547
clarinet,,ON,5.923076923,548
classmate,,ON,5.363636364,549
claw,,ON,4.391304348,550
clay,,ON,5.52,551
cleat,,ON,4.5,552
cleavage,,ON,4.625,553
cleavers,,ON,5.48,554
clergy,,ON,4.48,555
clergyman,,ON,4.652173913,556
clerk,,ON,4.68,557
client,,ON,4.545454545,558
cliff,,ON,4.64,559
clip,,ON,4.833333333,560
clipboard,,ON,5.652173913,561
clipper,,ON,4.923076923,562
clips,,ON,4.52,563
clitoris,,ON,6.090909091,564
cloak,,ON,5.791666667,565
clock,,ON,4.714285714,566
closet,,ON,4.962962963,567
cloth,,ON,5.961538462,568
clothes,,ON,6.08,569
clothesline,,ON,5.333333333,570
clothespin,,ON,5.12,571
clothing,,ON,6.666666667,572
clove,,ON,5.086956522,573
clover,,ON,4.695652174,574
cloverleaf,,ON,4.565217391,575
club,,ON,5.458333333,576
clubhouse,,ON,4.28,577
coachman,,ON,4.739130435,578
coal,,ON,4.875,579
coaster,,ON,5.333333333,580
coat,,ON,6.565217391,581
cob,,ON,4.636363636,582
cobblestone,,ON,5.086956522,583
cobweb,,ON,4.916666667,584
cocaine,,ON,5.913043478,585
cock,,ON,5.04,586
cockatoo,,ON,4.666666667,587
cocktail,,ON,5.481481481,588
cocoa,,ON,5.625,589
coconut,,ON,5.64,590
cod,,ON,4.458333333,591
coffee,,ON,5.538461538,592
coffeepot,,ON,6.037037037,593
coffin,,ON,5.52,594
coin,,ON,6.4,595
coke,,ON,6.2,596
cola,,ON,5.565217391,597
colander,,ON,6,598
coleslaw,,ON,4.72,599
collar,,ON,5.12,600
collarbone,,ON,5.48,601
colleague,,ON,5.724137931,602
collie,,ON,5.730769231,603
cologne,,ON,5.541666667,604
colt,,ON,4.916666667,605
comb,,ON,5.923076923,606
comforter,,ON,6.16,607
comic,,ON,4.88,608
committeewoman,,ON,4.857142857,609
commode,,ON,5.481481481,610
companion,,ON,5.739130435,611
compass,,ON,5.538461538,612
compasses,,ON,5.2,613
compost,,ON,5.041666667,614
compressor,,ON,4.5,615
computer,,ON,6.714285714,616
concert,,ON,4.714285714,617
conch,,ON,4.285714286,618
concrete,,ON,5.166666667,619
condiment,,ON,5.76,620
conditioner,,ON,5.130434783,621
condom,,ON,6.346153846,622
condominium,,ON,4.678571429,623
conductor,,ON,4.75,624
cone,,ON,4.608695652,625
confetti,,ON,4.76,626
congresswoman,,ON,4.32,627
container,,ON,5.461538462,628
contraceptive,,ON,5.391304348,629
controller,,ON,5.458333333,630
cookbook,,ON,5.68,631
cookhouse,,ON,4.423076923,632
cookie,,ON,6.5,633
cooler,,ON,5.625,634
cop,,ON,4.458333333,635
copier,,ON,5.136363636,636
copilot,,ON,4.791666667,637
copper,,ON,4.833333333,638
copybook,,ON,5,639
cord,,ON,6.103448276,640
corduroy,,ON,5.041666667,641
cork,,ON,5.636363636,642
corkscrew,,ON,6.04,643
corn,,ON,6,644
cornbread,,ON,5.16,645
cornfield,,ON,4.739130435,646
cornflakes,,ON,5.6,647
cornflower,,ON,4.739130435,648
cornmeal,,ON,5.913043478,649
cornstarch,,ON,5.043478261,650
corridor,,ON,4.5,651
corsage,,ON,5.782608696,652
corset,,ON,5.44,653
corvette,,ON,5.875,654
cosmetician,,ON,4.8,655
cosmetics,,ON,5.75,656
costume,,ON,6.28,657
costumer,,ON,4.434782609,658
cottage,,ON,4.52173913,659
cotton,,ON,5.28,660
couch,,ON,6.260869565,661
council,,ON,4.321428571,662
councilman,,ON,4.869565217,663
councilwoman,,ON,4.583333333,664
counselor,,ON,4.375,665
countrywoman,,ON,4.44,666
coupon,,ON,4.821428571,667
courtyard,,ON,4.392857143,668
cousin,,ON,5.375,669
coverall,,ON,4.739130435,670
cow,,ON,5.434782609,671
cowhide,,ON,4.6,672
cowskin,,ON,4.652173913,673
Crab,,ON,4.889189189,674
crabgrass,,ON,4.956521739,675
cracker,,ON,5.24,676
crackers,,ON,5.913043478,677
cradle,,ON,5.652173913,678
craftsman,,ON,4.833333333,679
cranberry,,ON,5.458333333,680
crane,,ON,4.695652174,681
crankshaft,,ON,4.666666667,682
crap,,ON,4.666666667,683
crate,,ON,5.304347826,684
crawfish,,ON,4.666666667,685
crayfish,,ON,5.043478261,686
crayon,,ON,6.36,687
cream,,ON,5.153846154,688
creamer,,ON,5.24,689
creature,,ON,4.833333333,690
creek,,ON,4.52,691
crepe,,ON,5.416666667,692
crewman,,ON,4.291666667,693
crib,,ON,5.56,694
cricket,,ON,4.653846154,695
crisps,,ON,5.130434783,696
critter,,ON,4.863636364,697
crocodile,,ON,4.291666667,698
croissant,,ON,6,699
crop,,ON,4.833333333,700
croquet,,ON,4.84,701
croquette,,ON,4.681818182,702
cross,,ON,5,703
crossbar,,ON,5.043478261,704
crossbow,,ON,5.541666667,705
crosswalk,,ON,4.714285714,706
crossword,,ON,4.555555556,707
crotch,,ON,5.6,708
crouton,,ON,5.724137931,709
crowbar,,ON,6.25,710
crown,,ON,6.173913043,711
crucifix,,ON,5.68,712
cruiser,,ON,4.304347826,713
crumb,,ON,4.45,714
crumpet,,ON,5.136363636,715
crust,,ON,5.125,716
crutch,,ON,5.8,717
crypt,,ON,4.541666667,718
cryptographer,,ON,4.583333333,719
crystal,,ON,4.37037037,720
cube,,ON,4.75,721
cubical,,ON,4.36,722
cucumber,,ON,6.04,723
cuff,,ON,5.333333333,724
cuisine,,ON,4.652173913,725
cup,,ON,6.043478261,726
cupboard,,ON,5.782608696,727
curb,,ON,4.72,728
curd,,ON,4.875,729
curler,,ON,4.454545455,730
curry,,ON,4.565217391,731
curtain,,ON,5.875,732
cushion,,ON,5.75,733
custard,,ON,4.956521739,734
custodian,,ON,4.481481481,735
customer,,ON,5.541666667,736
cuticle,,ON,5.08,737
cutlery,,ON,5.913043478,738
cutlet,,ON,5.272727273,739
cuttlefish,,ON,4.454545455,740
cymbal,,ON,5.958333333,741
cymbals,,ON,5.695652174,742
dachshund,,ON,5.125,743
dad,,ON,5.416666667,744
daddy,,ON,5.24,745
daffodil,,ON,5.045454545,746
dagger,,ON,5.923076923,747
daggers,,ON,4.75,748
daiquiri,,ON,5.454545455,749
dairy,,ON,4.28,750
daisy,,ON,5,751
damsel,,ON,4.652173913,752
dance,,ON,4.44,753
dancer,,ON,5.090909091,754
dandelion,,ON,5.826086957,755
dandruff,,ON,4.72,756
darkroom,,ON,4.416666667,757
dart,,ON,5.291666667,758
dartboard,,ON,5.608695652,759
daughter,,ON,5.192307692,760
daybed,,ON,5.28,761
debris,,ON,4.75,762
deck,,ON,5.541666667,763
decor,,ON,4.538461538,764
deer,,ON,4.416666667,765
deerskin,,ON,4.826086957,766
defendant,,ON,4.291666667,767
delicatessen,,ON,4.347826087,768
deliverer,,ON,4.52173913,769
deliveryman,,ON,4.44,770
democrat,,ON,4.416666667,771
den,,ON,4.333333333,772
denim,,ON,5.416666667,773
denims,,ON,5.541666667,774
dentist,,ON,5.038461538,775
deodorant,,ON,6.36,776
dermatologist,,ON,4.92,777
derriere,,ON,5.5,778
desert,,ON,4.291666667,779
desk,,ON,6.260869565,780
dessert,,ON,5.695652174,781
detergent,,ON,5.227272727,782
detonator,,ON,4.68,783
device,,ON,5.75,784
diagram,,ON,4.5,785
diamond,,ON,5.304347826,786
diaper,,ON,5.64,787
diaphragm,,ON,4.269230769,788
dice,,ON,6.192307692,789
dictionary,,ON,6.04,790
dietician,,ON,4.72,791
dildo,,ON,6.52173913,792
dime,,ON,6.083333333,793
diner,,ON,4.375,794
dinner,,ON,5.545454545,795
dinnerware,,ON,5.916666667,796
dip,,ON,4.535714286,797
diploma,,ON,5.96,798
dipper,,ON,4.909090909,799
dipstick,,ON,5.185185185,800
dirt,,ON,5.08,801
dish,,ON,5.8,802
dishwasher,,ON,5.592592593,803
dishwater,,ON,5.2,804
dispenser,,ON,4.708333333,805
dividers,,ON,4.384615385,806
divorcee,,ON,4.5,807
dock,,ON,4.541666667,808
doctor,,ON,5.68,809
document,,ON,4.818181818,810
dog,,ON,6.4,811
dogcatcher,,ON,4.72,812
doghouse,,ON,5.076923077,813
doll,,ON,6.434782609,814
dollar,,ON,6.24,815
dollhouse,,ON,5.826086957,816
dolphin,,ON,4.52,817
domino,,ON,5.96,818
dominoes,,ON,5.703703704,819
donkey,,ON,4.826086957,820
door,,ON,6.217391304,821
doorbell,,ON,5.916666667,822
doorframe,,ON,5.086956522,823
doorknob,,ON,6.518518519,824
doorknocker,,ON,5.52173913,825
doorman,,ON,4.68,826
doornail,,ON,5.4,827
doorstep,,ON,5.333333333,828
doorstop,,ON,5.260869565,829
dorm,,ON,4.32,830
dormitory,,ON,4.821428571,831
douche,,ON,4.652173913,832
dough,,ON,6.086956522,833
doughnut,,ON,6.260869565,834
dove,,ON,4.333333333,835
drain,,ON,4.291666667,836
drainpipe,,ON,4.875,837
drapery,,ON,4.68,838
drawer,,ON,6,839
drawers,,ON,5.869565217,840
drawing,,ON,4.695652174,841
drawstring,,ON,5.28,842
dress,,ON,6.16,843
dresser,,ON,5.04,844
dressing,,ON,5.08,845
dressmaker,,ON,4.875,846
driftwood,,ON,5.416666667,847
drill,,ON,5.739130435,848
drink,,ON,6.074074074,849
driver,,ON,4.565217391,850
drone,,ON,4.291666667,851
drug,,ON,5.375,852
drugstore,,ON,5.260869565,853
drum,,ON,5.8,854
drumstick,,ON,5.708333333,855
drunkard,,ON,4.571428571,856
dryer,,ON,5.56,857
drywall,,ON,5.208333333,858
duck,,ON,5.041666667,859
duckling,,ON,5.125,860
duckweed,,ON,4.4,861
ductwork,,ON,4.52173913,862
dude,,ON,5,863
duffel,,ON,4.380952381,864
dumbbell,,ON,5.958333333,865
dumbwaiter,,ON,4.44,866
dumpling,,ON,4.826086957,867
dust,,ON,4.827586207,868
dustbin,,ON,5.708333333,869
duster,,ON,5.32,870
dwarf,,ON,4.333333333,871
dwelling,,ON,4.857142857,872
dye,,ON,4.52173913,873
dynamite,,ON,5.260869565,874
ear,,ON,6.652173913,875
earmuff,,ON,6.260869565,876
earphone,,ON,5.52173913,877
earpiece,,ON,5.76,878
earplug,,ON,6.111111111,879
earplugs,,ON,6.541666667,880
earring,,ON,6.428571429,881
earth,,ON,5.555555556,882
earthworm,,ON,4.916666667,883
earwax,,ON,5.041666667,884
easel,,ON,4.72,885
eclair,,ON,6.166666667,886
ecologist,,ON,4.458333333,887
edibles,,ON,5.428571429,888
editor,,ON,4.5,889
educator,,ON,5,890
eel,,ON,4.653846154,891
egg,,ON,6.068965517,892
eggbeater,,ON,5.96,893
eggplant,,ON,5.807692308,894
eggshell,,ON,5.791666667,895
elbow,,ON,6.458333333,896
electrician,,ON,4.625,897
electrocardiogram,,ON,4.347826087,898
electronics,,ON,5.12,899
elephant,,ON,4.36,900
Elevator,,ON,5.486522911,901
emerald,,ON,4.833333333,902
employee,,ON,5.045454545,903
employer,,ON,5.291666667,904
enamel,,ON,4.652173913,905
