Stimuli.Cue,affordance_parsed,word,lemma,POS,Source
oar,to steer a boat,steer,steer,VERB,
oar,to steer a boat,boat,boat,NOUN,UCONN
oar,decoration,decoration,decorate,VERB,
bisque,to eat,eat,eat,VERB,
bisque,stir,stir,stir,VERB,
bisque,cook ,cook,cake,VERB,
testicle,to reproduce,reproduce,reproduce,VERB,
tong,to pick up thing,pick,pick,VERB,
tong,to pick up thing,thing,thing,NOUN,UCONN
tong,cook,cook,cake,VERB,
insulin,to help with low blood sugar,help,help,VERB,
insulin,to help with low blood sugar,low,low,ADJ,
insulin,to help with low blood sugar,blood,blood,NOUN,UCONN
insulin,to help with low blood sugar,sugar,sugar,NOUN,UCONN
paperweight,holding down a balloon,holding,hold,VERB,
paperweight,holding down a balloon,balloon,balloon,NOUN,UCONN
paperweight,hold down papers,hold,hold,VERB,
paperweight,hold down papers,papers,papers,NOUN,UCONN
orthodontist,braces,braces,brace,NOUN,UCONN
orthodontist,cleanings,cleanings,clean,VERB,
wristwatch,look at time,look,look,VERB,
wristwatch,look at time,time,time,NOUN,UCONN
wristwatch,styling,styling,style,NOUN,UCONN
tire,to drive,drive,drive,VERB,
tire,recycle,recycle,recycle,VERB,
dermatologist,help with acne,help,help,VERB,
dermatologist,help with acne,acne,acne,NOUN,UCONN
dermatologist,dermatitis,dermatitis,dermatitis,NOUN,UCONN
dermatologist,eczema,eczema,eczema,NOUN,UCONN
dermatologist,psoriasis,psoriasis,psoriasis,NOUN,UCONN
hookah,smoke,smoke,smoke,VERB,
drink,drink,drink,drink,VERB,
drink,throw,throw,throw,VERB,
drink,stir,stir,stir,VERB,
dip,dip,dip,dip,VERB,
nose,smell,smell,smell,VERB,
nose,blow,blow,blow,VERB,
nose,breathe,breathe,breato,VERB,
applicator,apply something,apply,apply,VERB,
applicator,apply something,something,something,PRON,
yolk,baking,baking,bake,VERB,
yolk,cooking,cooking,cook,VERB,
tea,sip,sip,sip,VERB,
tea,drink,drink,drink,VERB,
tea,smell,smell,smell,VERB,
cottage,to live in,live,live,VERB,
cottage,vacation in,vacation,vacation,VERB,
cottage,visit,visit,visit,VERB,
root,to cook,cook,cake,VERB,
root,to take out,take,take,VERB,
root,to cut,cut,cut,VERB,
teacup,put tea in,put,put,VERB,
teacup,put tea in,tea,tea,NOUN,UCONN
teacup,decoration,decoration,decorate,VERB,
bicycle,ride,ride,ride,VERB,
bicycle,sell,sell,sell,VERB,
bicycle,tricks,tricks,trick,NOUN,UCONN
liverwurst,cook,cook,cake,VERB,
liverwurst,eat,eat,eat,VERB,
midshipman,to complete tasks,complete,complete,ADJ,
midshipman,to complete tasks,tasks,task,NOUN,UCONN
handcart,to push and pull heavy things,push,push,VERB,
handcart,to push and pull heavy things,pull,pull,VERB,
handcart,to push and pull heavy things,heavy,heavy,ADJ,
handcart,to push and pull heavy things,things,thing,NOUN,UCONN
scalp,growing hair,growing,grow,VERB,
scalp,growing hair,hair,hair,NOUN,UCONN
scalp,massage,massage,massage,VERB,
scalp,wash,wash,wash,VERB,
compasses,observed,observed,observe,VERB,
compasses,followed,followed,follow,VERB,
compasses,depended on,depended,depend,VERB,
biologist,listened to,listened,listen,VERB,
biologist,observed,observed,observe,VERB,
sledge,fixed,fixed,fix,VERB,
sledge,carried,carried,carry,VERB,
sledge,ridden,ridden,ride,VERB,
sledge,broken,broken,break,VERB,
sherbet,eaten,eaten,eat,VERB,
sherbet,froze,froze,freeze,VERB,
sherbet,mixed,mixed,mix,VERB,
sherbet,served,served,serve,VERB,
photocopy,copied,copied,copy,VERB,
photocopy,stored,stored,store,VERB,
photocopy,filed,filed,file,VERB,
photocopy,given,given,give,VERB,
egg,cooked,cooked,cook,VERB,
egg,poached,poached,poach,VERB,
egg,fried,fried,fry,VERB,
egg,scrambled,scrambled,scramble,VERB,
egg,eaten,eaten,eat,VERB,
egg,served,served,serve,VERB,
pallet,tasted,tasted,taste,VERB,
pallet,burned,burned,burn,VERB,
handlebar,grabbed,grabbed,grab,VERB,
handlebar,leaned on,leaned,lean,VERB,
handlebar,touched,touched,touch,VERB,
boardinghouse,slept in,slept,sleep,VERB,
boardinghouse,head to,head,head,NOUN,UCONN
boardinghouse,go to,go,go,VERB,
apparatus,designed,designed,desig,VERB,
ledger,store,store,store,VERB,
ledger,reference,reference,reference,VERB,
ledger,copy,copy,copy,VERB,
produce,eat,eat,eat,VERB,
produce,store,store,store,VERB,
produce,freeze,freeze,freeze,VERB,
produce,cook,cook,cake,VERB,
produce,season,season,season,NOUN,UCONN
viola,play,play,play,VERB,
viola,listen to,listen,listen,VERB,
viola,see,see,see,VERB,
earth,live on,live,live,VERB,
earth,protect,protect,protect,VERB,
earth,nurture,nurture,nurture,VERB,
earth,save,save,save,VERB,
afro,wear,wear,wear,VERB,
afro,observe,observe,observe,VERB,
afro,design,design,design,VERB,
violin,play,play,play,VERB,
violin,listen to,listen,listen,VERB,
violin,see,see,see,VERB,
violin,observe,observe,observe,VERB,
veil,wear,wear,wear,VERB,
veil,touch,touch,touch,VERB,
veil,see,see,see,VERB,
council,listen to,listen,listen,VERB,
council,meet,meet,meet,VERB,
council,connect,connect,connect,VERB,
council,depend on,depend,depend,NOUN,UCONN
sauerkraut,eat,eat,eat,VERB,
sauerkraut,smell,smell,smell,VERB,
sauerkraut,taste,taste,taste,VERB,
sauerkraut,touch,touch,touch,VERB,
sauerkraut,serve,serve,serve,VERB,
anvil,strike,strike,strike,VERB,
surfboard,surf,surf,surf,VERB,
surfboard,wax,wax,wax,VERB,
surfboard,play,play,play,VERB,
surfboard,sell,sell,sell,VERB,
surfboard,touch,touch,touch,VERB,
surfboard,see,see,see,VERB,
azalea,see,see,see,VERB,
azalea,touch,touch,touch,VERB,
azalea,smell,smell,smell,VERB,
azalea,design,design,design,VERB,
azalea,plant,plant,plant,VERB,
azalea,water,water,water,VERB,
briefs,see,see,see,VERB,
briefs,observe,observe,observe,VERB,
manicurist,meet,meet,meet,VERB,
manicurist,consult,consult,consult,VERB,
grandpa,meet,meet,meet,VERB,
grandpa,love,love,love,VERB,
grandpa,see,see,see,VERB,
grandpa,talk to,talk,talk,VERB,
passionflower,see,see,see,VERB,
passionflower,smell,smell,smell,VERB,
pedestrian,see,see,see,VERB,
pedestrian,observe,observe,observe,VERB,
ballerina,see,see,see,VERB,
ballerina,observe,observe,observe,VERB,
ballerina,admire,admire,admire,VERB,
object,see,see,see,VERB,
object,touch,touch,touch,VERB,
object,smell,smell,smell,VERB,
object,hear,hear,hear,VERB,
object,taste,taste,taste,VERB,
fryer,use,use,use,VERB,
limeade,juice,juice,juice,NOUN,UCONN
limeade,food,food,food,NOUN,UCONN
limeade,dressing,dressing,dress,NOUN,UCONN
silverware,eating,eating,eat,VERB,
silverware,decor,decor,decorate,VERB,
silverware,to cut,cut,cut,VERB,
pretzel,food,food,food,NOUN,UCONN
pretzel,crafts ,crafts,craft,NOUN,UCONN
colleague,friend,friend,friend,NOUN,UCONN
colleague,help,help,help,VERB,
colleague,school,school,school,NOUN,UCONN
colleague,work,work,work,VERB,
plantain,side,side,side,NOUN,UCONN
plantain,fried,fried,fry,VERB,
plantain,mashed,mashed,mash,VERB,
mousse,hair,hair,hair,NOUN,UCONN
mousse,styling,styling,style,NOUN,UCONN
gymnast,competition,competition,compete,VERB,
gymnast,flexibility,flexibility,flexibility,NOUN,UCONN
gymnast,sports,sports,sport,NOUN,UCONN
gymnast,entertainment,entertainment,entertain,VERB,
bonnet,hair,hair,hair,NOUN,UCONN
bonnet,care,care,care,NOUN,UCONN
bonnet,protection,protection,protect,VERB,
bonnet,sleeping,sleeping,sleep,VERB,
drawstring,tie,tie,tie,VERB,
drawstring,make something tighter,make,make,VERB,
drawstring,make something tighter,something,something,PRON,
drawstring,make something tighter,tighter,tighten,VERB,
drawstring,hold together,hold,hold,VERB,
drawstring,hold together,together,together,ADV,
dresser,storage,storage,store,NOUN,UCONN
dresser,organising,organizing,organize,VERB,
bully,self esteem,self esteem,self esteem,NOUN,UCONN
bully,growth ,growth,growth,NOUN,UCONN
ribbon,decoration,decoration,decorate,VERB,
ribbon,hair,hair,hair,NOUN,UCONN
ribbon,styling ,styling,style,NOUN,UCONN
sugarcane,snack,snack,snack,VERB,
sugarcane,decoration ,decoration,decorate,VERB,
kiss,pleasure,pleasure,pleasure,VERB,
kiss,greeting ,greeting,greet,VERB,
friend,confiding,confiding,confid,VERB,
friend,trust,trust,trust,VERB,
friend,rant,rant,rant,VERB,
friend,help,help,help,VERB,
friend,advice,advice,advice,VERB,
cigarette,relieve,relieve,relief,VERB,
cigarette,buzz,buzz,buzz,NOUN,UCONN
butcher,meat,meat,meat,NOUN,UCONN
butcher,deli ,deli,deli,INTJ,
rug,keep floor clean,keep,keep,VERB,
rug,keep floor clean,floor,floor,NOUN,UCONN
rug,keep floor clean,clean,clean,VERB,
rug,decor ,decor,decorate,VERB,
bookbinder,organizing ,organizing,organize,VERB,
tavern,bar,bar,bar,NOUN,UCONN
tavern,hangout,hangout,hangout,VERB,
goddaughter,beliefs,beliefs,beliefs,NOUN,UCONN
goddaughter,religion,religion,religion,NOUN,UCONN
turkey,food,food,food,NOUN,UCONN
turkey,tradition,tradition,tradition,NOUN,UCONN
turkey,decor,decor,decorate,VERB,
turkey,pet,pet,pet,NOUN,UCONN
cop,protection,protection,protect,VERB,
cop,enforce law,enforce,enforce,VERB,
cop,enforce law,law,law,NOUN,UCONN
cop,maintain a community,maintain,maintain,VERB,
cop,maintain a community,community,community,NOUN,UCONN
mirror,view,view,view,VERB,
mirror,self-esteem,self esteem,self esteem,NOUN,UCONN
mirror,driving,driving,drive,VERB,
ledger,stored,stored,store,VERB,
ledger,read,read,read,VERB,
ledger,filed,filed,file,VERB,
ledger,used,used,use,VERB,
ledger,burned,burned,burn,VERB,
afro,worn,worn,wear,VERB,
afro,combed,combed,comb,VERB,
afro,washed,washed,washed,VERB,
afro,cut,cut,cut,VERB,
briefs,worn,worn,wear,VERB,
briefs,washed,washed,washed,VERB,
briefs,folded,folded,fold,VERB,
manicurist,paid,paid,pay,VERB,
manicurist,worked,worked,work,VERB,
manicurist,tipped,tipped,tip,VERB,
produce,mixed,mixed,mix,VERB,
produce,frozen,frozen,freeze,VERB,
produce,refrigerated,refrigerated,refrigerate,VERB,
produce,cooked,cooked,cook,VERB,
produce,eaten,eaten,eat,VERB,
fryer,cooked with,cooked,cook,VERB,
fryer,cleaned,cleaned,clean,VERB,
fryer,moved,moved,move,VERB,
passionflower,grown,grown,grow,VERB,
passionflower,cut,cut,cut,VERB,
passionflower,smelt,smelt,smell,VERB,
passionflower,given,given,give,VERB,
object,literally anything,literally,literally,ADV,
object,literally anything,anything,anything,PRON,
object,cleaned,cleaned,clean,VERB,
object,driven,driven,drive,VERB,
object,eaten,eaten,eat,VERB,
object,thrown,thrown,throw,VERB,
object,bounced,bounced,bounce,VERB,
object,juggled,juggled,juggle,VERB,
object,kicked,kicked,kick,VERB,
object,punched,punched,punche,VERB,
object,played,played,play,VERB,
object,cooked,cooked,cook,VERB,
handlebar,held,held,hold,VERB,
handlebar,ridden,ridden,ride,VERB,
handlebar,cleaned,cleaned,clean,VERB,
handlebar,shined,shined,shin,VERB,
boardinghouse,slept in,slept,sleep,VERB,
boardinghouse,entered,entered,enter,VERB,
boardinghouse,exited,exited,exite,VERB,
surfboard,ridden,ridden,ride,VERB,
surfboard,waxed,waxed,wax,VERB,
surfboard,shined,shined,shin,VERB,
surfboard,carried,carried,carry,VERB,
violin,played,played,play,VERB,
violin,cleaned,cleaned,clean,VERB,
violin,replaced,replaced,replace,VERB,
violin,carried,carried,carry,VERB,
pedestrian,hit,hit,hit,VERB,
azalea,planted,planted,plan,VERB,
azalea,trimmed,trimmed,trim,VERB,
azalea,cut,cut,cut,VERB,
azalea,dug up,dug,dig,VERB,
earth,walked upon,walked,walk,VERB,
earth,walked upon,upon,upon,ADP,
egg,thrown,thrown,throw,VERB,
egg,eaten,eaten,eat,VERB,
egg,cooked,cooked,cook,VERB,
egg,mixed,mixed,mix,VERB,
photocopy,hung,hung,hang,VERB,
photocopy,thrown away,thrown,throw,VERB,
photocopy,thrown away,away,throw away,VERB,
