CUE,RESPONSE,RESPONSE TOKEN,RESPONSE LEMMA,POS
antibiotics,make you feel better,feel,feel,VERB
antibiotics,make you feel better,better,better,ADJ
antibiotics,avoid infection,avoid,avoid,VERB
antibiotics,avoid infection,infection,infection,NOUN
antiques,to sell,sell,sell,VERB
antiques,old,old,old,ADJ
anus,you use it to dispose of waste,use,use,VERB
anus,you use it to dispose of waste,dispose,dispose,VERB
anus,you use it to dispose of waste,waste,waste,NOUN
apartment,rent,rent,rent,VERB
apartment,visit,visit,visit,VERB
apartment,pay,pay,pay,VERB
apartment,to live,live,live,VERB
apartment,store stuff,store,store,VERB
apartment,living,living,live,VERB
apartment,sleeping,sleeping,sleep,VERB
apartments,renovate,renovate,renovate,VERB
apprentice,encourage,encourage,encourage,VERB
apprentice,be little,little,little,ADJ
apprentice,motivate,motivate,motivate,VERB
armband,tight,tight,tight,ADJ
armband,tape,tape,tape,NOUN
armpit,to smell,smell,smell,VERB
armpit,to connect your arm to your body,connect,connect,VERB
armpit,to connect your arm to your body,arm,arm,NOUN
armpit,to connect your arm to your body,body,body,NOUN
arrow,sling,sling,sling,NOUN
arrowhead,making arrows,making,make,VERB
arrowhead,making arrows,arrows,arrow,NOUN
artichoke,spinach,spinach,spinach,NOUN
artist,drawing,drawing,draw,VERB
artist,painting,painting,paint,VERB
artist,pottery,pottery,pottery,NOUN
artist,paint,paint,paint,VERB
artist,color,color,color,NOUN
artist,sculpt,sculpt,sculpt,VERB
artist,chisel,chisel,chisel,VERB
artist,knit,knit,knit,VERB
ashcan,ash buds,ash,ash,NOUN
ashcan,ash buds,buds,bud,NOUN
ashcan,ashes,ashes,ash,NOUN
ashcan,putting out cigarettes,putting,put,VERB
ashcan,putting out cigarettes,cigarettes,cigarette,NOUN
ashcan,throw cigarette buds,throw,throw,VERB
ashcan,throw cigarette buds,cigarette,cigarette,NOUN
ashcan,throw cigarette buds,buds,bud,NOUN
ashtray,use to spit tobacco,use,use,VERB
ashtray,use to spit tobacco,spit,spit,VERB
ashtray,use to spit tobacco,tobacco,tobacco,NOUN
ashtray,kill a cigarette butt,kill,kill,VERB
ashtray,kill a cigarette butt,cigarette,cigarette,NOUN
ashtray,kill a cigarette butt,butt,butt,NOUN
ashtray,keep trash,keep,keep,VERB
ashtray,keep trash,trash,trash,NOUN
ashtray,empty out,empty,empty,ADJ
ashtray,empty out,out,out,NOUN
ashtray,rinse periodically,rinse,rinse,VERB
ashtray,holding ashes,holding,hold,NOUN
ashtray,holding ashes,ashes,ash,NOUN
asparagus,nutritious,nutritious,nutritious,ADJ
asparagus,reduce health risks,reduce,reduce,VERB
asparagus,reduce health risks,health,health,NOUN
asparagus,reduce health risks,risks,risk,NOUN
assassin,killing,killing,kill,VERB
assemblyman,to assemble,assemble,assemble,VERB
assemblyman,to great,great,great,ADJ
assemblyman,to create,create,create,VERB
assemblyman,to befriend,befriend,befriend,VERB
assemblyman,get things in order,order,order,NOUN
asshole,mean,mean,mean,VERB
asshole,bitch,bitch,bitch,NOUN
astronaut,space knowledge,space,space,NOUN
astronaut,space knowledge,knowledge,knowledge,NOUN
athlete,healthy,healthy,healthy,ADJ
athlete,in shape,shape,shape,NOUN
attendant,flight,flight,flight,NOUN
attorney,practices law,practices,practice,VERB
attorney,practices law,law,law,NOUN
attorney,talks,talks,talk,VERB
attorney,win cases,win,win,VERB
attorney,win cases,cases,case,NOUN
attorney,bail,bail,bail,NOUN
auditorium,listen,listen,listen,VERB
auditorium,perform,perform,perform,VERB
auditorium,entertain,entertain,entertain,VERB
auditorium,plays,plays,play,NOUN
auditorium,drama,drama,drama,NOUN
aunt,as a mother figure,mother,mother,NOUN
aunt,as a mother figure,figure,figure,NOUN
aunt,for happiness,happiness,happy,NOUN
author,write with,write,write,VERB
avocado,eat cook clean cut,eat,eat,VERB
avocado,eat cook clean cut,cook,cook,VERB
avocado,eat cook clean cut,clean,clean,VERB
avocado,eat cook clean cut,cut,cut,VERB
baby,nurture,nurture,nurture,VERB
backboard,basketball,basketball,basketball,NOUN
backbone,bending,bending,bend,VERB
backbone,tumbling,tumbling,tumble,VERB
backbone,twisting,twisting,twist,VERB
backpack,hold supplies,hold,hold,VERB
backpack,hold supplies,supplies,supplies,NOUN
backscratcher,reach,reach,reach,VERB
balcony,to look at the view,look,look,VERB
balcony,to look at the view,view,view,NOUN
balcony,to look down below,look,look,VERB
balcony,stand on,stand,stand,VERB
ballplayer,entertainment,entertainment,entertain,VERB
bamboo,floor,floor,floor,NOUN
bamboo,blinds,blinds,blinds,NOUN
band,listen to it,listen,listen,VERB
band,record it,record,record,VERB
band,conduct it,conduct,conduct,VERB
band,watch it,watch,watch,VERB
band,break it up,break,break,VERB
banister,get rid of it,rid,rid,VERB
banister,rub your hand on it,rub,rub,VERB
banister,rub your hand on it,hand,hand,NOUN
banister,slide down it,slide,slide,VERB
bank,savings,savings,savings,NOUN
bank,checking,checking,check,NOUN
bank,safe deposit boxes,safe,safe,ADJ
bank,safe deposit boxes,deposit,deposit,NOUN
bank,safe deposit boxes,boxes,box,NOUN
bank,cash checks,cash,cash,VERB
bank,cash checks,checks,check,NOUN
bank,roll coins,roll,roll,VERB
bank,roll coins,coins,coin,NOUN
bank,college account,college,college,NOUN
bank,college account,account,account,NOUN
bank,mortgage,mortgage,mortgage,NOUN
bank,loans,loans,loan,VERB
banquet,award,award,award,NOUN
banquet,speech,speech,speech,NOUN
barbecue,tasted,tasted,taste,VERB
barbecue,talked about,talked,talk,VERB
barn,keeping animals safe,keeping,keep,VERB
barn,keeping animals safe,animals,animal,NOUN
barn,keeping animals safe,safe,safe,ADJ
barn,warming,warming,warm,VERB
barn,feeding place,feeding,feed,VERB
barn,feeding place,place,place,NOUN
barrette,clip,clip,clip,VERB
barrette,keeps hair back,keeps,keep,VERB
barrette,keeps hair back,hair,hair,NOUN
barrette,lock pick,lock,lock,NOUN
barrette,lock pick,pick,pick,VERB
bartender,tip,tip,tip,VERB
bartender,ask,ask,ask,VERB
bartender,get drinks,drinks,drink,NOUN
basil,create,create,create,VERB
basil,destroy,destroy,destroy,VERB
basket,to hold things,hold,hold,VERB
basket,to carry things,carry,carry,VERB
basket,to gift,gift,gift,VERB
basket,laundry,laundry,laundry,NOUN
basket,as a prize,prize,prize,NOUN
bass,observe,observe,observe,VERB
bath,soap,soap,soap,NOUN
bathe,clean yourself,clean,clean,VERB
bathe,wash hair,wash,wash,VERB
bathe,wash hair,hair,hair,NOUN
bathe,people,people,people,NOUN
bathtub,give your pet a bath,give,give,VERB
bathtub,give your pet a bath,pet,pet,NOUN
bathtub,give your pet a bath,bath,bathe,VERB
bathtub,bathe in it,bathe,bathe,VERB
bathtub,wash laundry,wash,wash,VERB
bathtub,wash laundry,laundry,laundry,NOUN
bathtub,take it out,take,take,VERB
bathtub,use it for decoration,use,use,VERB
bathtub,use it for decoration,decoration,decorate,VERB
baton,hit,hit,hit,VERB
battleship,shoot ships,shoot,shoot,VERB
battleship,shoot ships,ships,ship,NOUN
battleship,navy,navy,navy,NOUN
battleship,army,army,army,NOUN
battleship,coast guard,coast,coast,NOUN
battleship,coast guard,guard,guard,NOUN
bayonet,combat,combat,combat,VERB
bayonet,practice,practice,practice,VERB
bayonet,kill someone,kill,kill,VERB
bazooka,shoot,shoot,shoot,VERB
bazooka,to blow something up,blow,blow,VERB
beach,tan,tan,tan,VERB
beach,sandcastles,sandcastles,sandcastle,NOUN
beach,dig holes,dig,dig,VERB
beach,dig holes,holes,holes,NOUN
beach,picnic,picnic,picnic,NOUN
beach,volleyball,volleyball,volleyball,NOUN
beef,cook,cook,cake,VERB
beef,tacos,tacos,taco,NOUN
beef,hamburgers,hamburgers,hamburger,NOUN
beefsteak,searing,searing,sear,VERB
beefsteak,basting,basting,baste,VERB
beefsteak,serving,serving,serve,VERB
beet,grow,grow,grow,VERB
bell,announce something,announce,announce,VERB
bell,gain attention,gain,gain,VERB
bell,gain attention,attention,attention,NOUN
bell,playing a game,playing,play,VERB
bell,playing a game,game,game,NOUN
belly,holds vital organs,hold,hold,NOUN
belly,holds vital organs,vital,vital,ADJ
belly,holds vital organs,organs,organ,NOUN
belly,has correlation to delivery process of baby,correlation,correlation,NOUN
belly,has correlation to delivery process of baby,delivery,delivery,NOUN
belly,has correlation to delivery process of baby,process,process,NOUN
belly,has correlation to delivery process of baby,baby,baby,NOUN
belly,connecting body,connecting,connect,VERB
belly,connecting body,body,body,NOUN
belt,keep pants from falling,keep,keep,VERB
belt,keep pants from falling,pants,pants,NOUN
belt,keep pants from falling,falling,fall,VERB
belt,woop,woop,whip,VERB
belt,accessories,accessories,accessory,NOUN
belt,hold up pants,hold,hold,VERB
belt,hold up pants,pants,pants,NOUN
belt,whip,whip,whip,VERB
belt,work radiator fan,work,work,VERB
belt,work radiator fan,radiator,radiator,NOUN
belt,work radiator fan,fan,fan,NOUN
berry,to color,color,color,NOUN
berry,to kill,kill,kill,VERB
berry,cook a meal with it,cook,cook,VERB
berry,cook a meal with it,meal,meal,NOUN
berry,make a drink from it,make,make,VERB
berry,make a drink from it,drink,drink,NOUN
berry,you can decorate with it,decorate,decorate,VERB
bicep,flex it,flex,flex,VERB
bicep,lift things,lift,lift,VERB
bicep,to exercise,exercise,exercise,VERB
bicycle,rode,rode,ride,VERB
bicycle,fixed,fixed,fix,VERB
bicycle,raced,raced,race,VERB
bicycle,sat,sat,sit,VERB
bicycle,painted,painted,paint,VERB
bifocals,see,see,see,VERB
bifocals,look,look,look,VERB
bifocals,correction,correction,correct,VERB
bill,spend,spend,spend,VERB
bill,duplicate,duplicate,duplicate,VERB
bill,counterfeiting,counterfeiting,counterfit,VERB
billfold,wallet,wallet,wallet,NOUN
billiards,advertise,advertise,advertise,VERB
billiards,play pool,play,play,VERB
billiards,play pool,pool,pool,NOUN
bin,storing,storing,store,VERB
bird,catch food,catch,catch,VERB
bird,catch food,food,food,NOUN
bird,hear,hear,hear,VERB
birdbath,birds,birds,bird,NOUN
birdbath,bath,bath,bathe,VERB
biscuit,butter,butter,butter,NOUN
blackhead,extraction,extraction,extract,VERB
blazer,wear over button up or nice t-shirt for a professional look,wear,wear,VERB
blazer,wear over button up or nice t-shirt for a professional look,button,button,NOUN
blazer,wear over button up or nice t-shirt for a professional look,nice,nice,ADJ
blazer,wear over button up or nice t-shirt for a professional look,t-shirt,t-shirt,NOUN
blazer,wear over button up or nice t-shirt for a professional look,professional,professional,ADJ
blazer,wear over button up or nice t-shirt for a professional look,look,look,NOUN
blazer,wash when finished using,wash,wash,VERB
blazer,wash when finished using,finished,finish,X
blazer,wash when finished using,using,use,VERB
blazer,hang to dry so it does not wrinkle,hang,hang,VERB
blazer,hang to dry so it does not wrinkle,dry,dry,VERB
blazer,hang to dry so it does not wrinkle,wrinkle,wrinkle,VERB
blender,grinding,grinding,grind,VERB
blender,smoothies,smoothies,smoothie,NOUN
blindfold,to take away sight,take,take,VERB
blindfold,to take away sight,sight,sight,NOUN
blindfold,surprise,surprise,surprise,VERB
blindfold,stealing,stealing,steal,VERB
blindfold,theft,theft,theft,VERB
block,delete,delete,delete,VERB
block,stop something from happening,stop,stop,VERB
block,stop something from happening,happening,happen,NOUN
block,prevention method,prevention,prevent,VERB
block,prevention method,method,method,NOUN
block,played with,played,play,VERB
block,neighborhoods,neighborhoods,neighborhoods,NOUN
bloke,spend time with,spend,spend,NOUN
bloke,spend time with,time,time,NOUN
bloke,argue with,argue,argue,VERB
bloke,dating,dating,date,VERB
bloke,yard work,yard,yard,ADJ
bloke,yard work,work,work,VERB
blood,bleed,bleed,bleed,VERB
blood,flows,flows,flow,VERB
blood,dries,dries,dry,VERB
blood,circulate,circulate,circulate,VERB
blood,homeostasis,homeostasis,homeostasis,NOUN
bloomers,protect vagina,protect,protect,VERB
bloomers,protect vagina,vagina,vagina,NOUN
bloomers,shorts,shorts,short,NOUN
blouse,mend,mend,mend,VERB
blouse,look professional,look,look,VERB
blouse,look professional,professional,professional,ADJ
blower,blow,blow,blow,VERB
blower,clean,clean,clean,VERB
blower,blow leaves,blow,blow,VERB
blower,blow leaves,leaves,leaf,NOUN
blowgun,threatening,threatening,threaten,VERB
blueberry,preserves,preserves,preserve,VERB
blueprint,map,map,map,NOUN
blueprint,evidence,evidence,evidence,NOUN
boa,snake,snake,snake,NOUN
boa,around the neck,neck,neck,NOUN
boa,ankle,ankle,ankle,NOUN
boa,arm,arm,arm,NOUN
boat,tube,tube,tube,NOUN
boat,mobile home,mobile,mobile,ADJ
boat,mobile home,home,home,NOUN
boat,recreation,recreation,recreation,NOUN
body,touch,touch,touch,VERB
bodybuilder,exercise,exercise,exercise,VERB
bomb,to kill someone,kill,kill,VERB
bomb,to kill an animal,kill,kill,VERB
bomb,to kill an animal,animal,animal,NOUN
bomb,as a calorimeter,calorimeter,calorimeter,NOUN
bomb,to paint something,paint,paint,VERB
bomb,to clear an area,clear,clear,VERB
bomb,to clear an area,area,area,NOUN
bondsman,pay bail money,pay,pay,VERB
bondsman,pay bail money,bail,bail,NOUN
bondsman,pay bail money,money,money,NOUN
bondsman,get out of jail,jail,jail,NOUN
bondsman,date,date,date,VERB
bondsman,text,text,text,VERB
bondsman,run from,run,run,VERB
bong,choke,choke,choke,VERB
book,gift,gift,gift,NOUN
bookbinder,hold,hold,hold,VERB
bookend,hold books,hold,hold,VERB
bookend,hold books,books,book,NOUN
bookend,organize library,organize,organize,VERB
bookend,organize library,library,library,NOUN
bookmark,place mark,place,place,VERB
bookmark,place mark,mark,mark,NOUN
bookmark,inspirational,inspirational,inspire,VERB
bookseller,writer,writer,writer,NOUN
bookseller,retail,retail,retail,NOUN
boot,kick someone with,kick,kick,VERB
boot,fashion accessory,fashion,fashion,NOUN
boot,fashion accessory,accessory,accessory,NOUN
booth,sit in,sit,sit,VERB
booth,stand in,stand,stand,VERB
booth,climb into,climb,climb,VERB
booze,heal wounds,heal,heal,VERB
booze,heal wounds,wounds,wound,NOUN
bosom,breast,breast,breast,NOUN
bosom,boobs,boobs,boob,NOUN
bosom,lay on,lay,lay,VERB
bosom,breast cancer,breast,breast,NOUN
bosom,breast cancer,cancer,cancer,NOUN
bottle,drink out of,drink,drink,VERB
bottle,store liquids in,store,store,VERB
bottle,store liquids in,liquids,liquid,NOUN
boutique,shopping,shopping,shop,VERB
boutique,making clothes,making,make,VERB
boutique,making clothes,clothes,clothes,NOUN
boutique,browsing,browsing,browse,VERB
bowling,roll a ball,roll,roll,VERB
bowling,roll a ball,ball,ball,NOUN
bowling,strike,strike,strike,NOUN
bowling,spare,spare,spare,NOUN
bowling,win,win,win,VERB
bowling,lose,lose,lose,VERB
box,move,move,move,VERB
box,pack,pack,pack,NOUN
box,container,container,container,NOUN
boxer,train to be a boxer,train,train,VERB
boxer,train to be a boxer,boxer,boxer,NOUN
boxer,fight,fight,fight,VERB
boxer,attack,attack,attack,VERB
boxer,pet,pet,pet,NOUN
boy,actor,actor,actor,NOUN
brassiere,sling shot,sling,slingshot,NOUN
bread,sandwich,sandwich,sandwich,NOUN
bread,toast,toast,toast,VERB
bread,making money,making,make,VERB
bread,making money,money,money,NOUN
breadbasket,store,store,store,VERB
breadbasket,hang,hang,hang,VERB
breadbasket,organize,organize,organize,VERB
breadbasket,salad,salad,salad,NOUN
breast,women,women,woman,NOUN
breast,chicken,chicken,chicken,NOUN
breast,cancer,cancer,cancer,NOUN
breast,milk,milk,milk,NOUN
breastbone,sternum,sternum,sternum,NOUN
breasts,eating chicken breast,eating,eat,VERB
breasts,eating chicken breast,chicken,chicken,NOUN
breasts,milk for babies,milk,milk,NOUN
breasts,milk for babies,babies,baby,NOUN
brick,build,build,build,VERB
brick,lay,lay,lay,VERB
brick,stack,stack,stack,VERB
brick,sorter,sorter,sort,VERB
brick,mortar,mortar,mortar,NOUN
bridge,cars drive over,cars,car,NOUN
bridge,cars drive over,drive,drive,VERB
bridge,protect from water,protect,protect,VERB
bridge,protect from water,water,water,NOUN
bridge,transport,transport,transport,VERB
briefcase,hold documents,hold,hold,VERB
briefcase,hold documents,documents,document,NOUN
briefcase,hold pens pencils,hold,hold,VERB
briefcase,hold pens pencils,pens,pens,NOUN
briefcase,hold pens pencils,pencils,pencil,NOUN
briefcase,carry things,carry,carry,VERB
briefs,help keep warm,help,help,VERB
briefs,help keep warm,keep,keep,VERB
briefs,help keep warm,warm,warm,ADJ
brisket,burritos,burritos,burrito,NOUN
brisket,nachos,nachos,nacho,NOUN
brisket,quesadillas,quesadillas,quesadilla,NOUN
brochure,pass out,pass,pass,VERB
brochure,leave,leave,leave,VERB
brochure,flip pages,flip,flip,VERB
brochure,flip pages,pages,page,NOUN
brooch,pin it to clothing,pin,pin,VERB
brooch,pin it to clothing,clothing,clothes,NOUN
brooch,store somewhere safe,store,store,VERB
brooch,store somewhere safe,safe,safe,ADJ
brooch,put it in your jewelry stand,put,put,VERB
brooch,put it in your jewelry stand,jewelry,jewelry,NOUN
brooch,put it in your jewelry stand,stand,stand,NOUN
brooch,give it to someone,give,give,VERB
brooch,break it,break,break,VERB
brooch,lose it,lose,lose,VERB
brother,stressor,stressor,stress,NOUN
brow,pluck,pluck,pluck,VERB
brow,keep out bacteria from eyes,keep,keep,VERB
brow,keep out bacteria from eyes,bacteria,bacteria,NOUN
brow,keep out bacteria from eyes,eyes,eye,NOUN
brush,comb,comb,comb,VERB
brush,knots,knots,knot,NOUN
brushes,brush hair,brush,brush,VERB
brushes,brush hair,hair,hair,NOUN
bubble,boundaries,boundaries,boundary,NOUN
bubble,enjoyment,enjoyment,enjoy,VERB
bubble,put,put,put,VERB
bucket,fill,fill,fill,VERB
bucket,empty,empty,empty,VERB
bucket,dump,dump,dump,VERB
bucket,collect leaks,collect,collect,VERB
bucket,collect leaks,leaks,leak,NOUN
buddy,happiness,happiness,happy,NOUN
buddy,go out to eat,go,go,VERB
buddy,go out to eat,eat,eat,VERB
buddy,go to movies,go,go,VERB
buddy,go to movies,movies,movie,NOUN
buddy,eating with,eating,eat,VERB
buddy,hanging out,hanging,hang,VERB
bugle,music playing,music,music,NOUN
bugle,music playing,playing,play,VERB
bugle,sound creation,sound,sound,VERB
bugle,sound creation,creation,create,VERB
builder,to build something,build,build,VERB
building,to house people,house,house,NOUN
building,to house people,people,people,NOUN
building,a place to meet people,place,place,NOUN
building,a place to meet people,meet,meet,VERB
building,a place to meet people,people,people,NOUN
building,to store things,store,store,VERB
building,to work at,work,work,VERB
bullfrog,bait,bait,bait,VERB
bully,beat up,beat,beat,VERB
bully,steal,steal,steal,VERB
bun,holds hair,holds,hold,VERB
bun,holds hair,hair,hair,NOUN
bun,bread,bread,bread,NOUN
bun,holds condiment,holds,hold,VERB
bun,holds condiment,condiment,condiment,NOUN
bunny,pets,pets,pets,NOUN
burger,assemble,assemble,assemble,VERB
businesswoman,work,work,work,VERB
businesswoman,dress as,dress,dress,VERB
businesswoman,taxes,taxes,tax,NOUN
businesswoman,lawyer,lawyer,lawyer,NOUN
businesswoman,hire,hire,hire,VERB
busman,transporter ],transporter,transport,VERB
butcher,chop,chop,chop,VERB
butcher,package,package,package,NOUN
butt,twerk,twerk,twerk,VERB
butt,squat,squat,squat,VERB
butt,lunge,lunge,lunge,VERB
butt,hula hoop,hula,hula,VERB
butt,hula hoop,hoop,hoop,NOUN
butt,clench,clench,clench,VERB
butt,poop,poop,poop,VERB
buttercup,feed hunger,feed,feed,VERB
buttercup,feed hunger,hunger,hunger,NOUN
buttonhole,difficult,difficult,difficult,ADJ
bystander,to listen,listen,listen,VERB
cabbage,to clean,clean,clean,VERB
cabbage,to cut,cut,cut,VERB
cabinet,you can open and close,open,open,VERB
cabinet,you can open and close,close,close,VERB
cabinet,store your belongings,store,store,VERB
cabinet,store your belongings,belongings,belonging,NOUN
cable,payed,payed,pay,VERB
cable,connect to a small variety of tv channels,connect,connect,VERB
cable,connect to a small variety of tv channels,small,small,ADJ
cable,connect to a small variety of tv channels,variety,variety,NOUN
cable,connect to a small variety of tv channels,tv,tv,NOUN
cable,connect to a small variety of tv channels,channels,channel,NOUN
cable,attempt to cancel,attempt,attempt,VERB
cable,attempt to cancel,cancel,cancel,VERB
cable,dividing,dividing,divide,VERB
cable,powering,powering,power,VERB
cable,connecting,connecting,connect,VERB
cable,tying,tying,tie,VERB
cactus,stick,stick,stick,VERB
cactus,sharp,sharp,sharp,ADJ
cactus,big,big,big,ADJ
caddy,organization,organization,organization,NOUN
caddy,utensils,utensils,utensil,NOUN
cadillac,type of car,type,type,NOUN
cadillac,type of car,car,car,NOUN
cadillac,photo prop,photo,photo,NOUN
cadillac,photo prop,prop,prop,NOUN
cafe,hang out,hang,hang,VERB
cage,keep animals lock up,keep,keep,VERB
cage,keep animals lock up,animals,animal,NOUN
cage,keep animals lock up,lock,lock,VERB
cage,kidnap,kidnap,kidnap,VERB
cake,ice,ice,ice,NOUN
cake,birthday,birthday,birthday,NOUN
cake,good,good,good,ADJ
calender,to schedule things,schedule,schedule,VERB
calender,to stay organized,stay,stay,VERB
calender,to stay organized,organized,organized,ADJ
calender,to mark things down,mark,mark,VERB
calf,worked,worked,work,VERB
calf,stretched,stretched,stretch,VERB
calf,bent,bent,bend,VERB
calf,pulled,pulled,pull,VERB
calf,young cow,young,young,ADJ
calf,young cow,cow,cow,NOUN
calf,roping,roping,rope,VERB
calves,leg,leg,leg,NOUN
calves,muscle,muscle,muscle,NOUN
can,to hold non perishable foods,hold,hold,VERB
can,to hold non perishable foods,perishable,perishable,ADJ
can,to hold non perishable foods,foods,food,NOUN
can,hold items,hold,hold,VERB
can,hold items,items,item,NOUN
can,muffle sounds,muffle,muffle,ADJ
can,muffle sounds,sounds,sound,NOUN
can,preserve food,preserve,preserve,VERB
can,preserve food,food,food,NOUN
cane,help walk,help,help,NOUN
cane,help walk,walk,walk,VERB
cane,stylish,stylish,stylish,NOUN
cane,crutch to lean on,crutch,crutch,VERB
cane,crutch to lean on,lean,lean,VERB
cane,aid in the blind,aid,aid,VERB
cane,aid in the blind,blind,blind,NOUN
canine,fetch,fetch,fetch,VERB
cannonball,fire,fire,fire,VERB
canvass,gather votes,gather,gather,VERB
canvass,gather votes,votes,vote,NOUN
canvass,gather information,gather,gather,VERB
canvass,gather information,information,information,NOUN
cap,offer,offer,offer,VERB
cap,shield sun,shield,shield,VERB
cap,shield sun,sun,sun,NOUN
cap,hat,hat,hat,NOUN
capes,wear the cape,wear,wear,VERB
capes,letting the cape fly,letting,let,VERB
capes,letting the cape fly,fly,fly,VERB
capes,decorating the cape,decorating,decorate,VERB
capes,for kid,kid,kid,NOUN
caramel,make caramel apples,make,make,VERB
caramel,make caramel apples,caramel,caramel,NOUN
caramel,make caramel apples,apples,apple,NOUN
card,identification,identification,identify,VERB
card,payment,payment,pay,VERB
card,special occasions,special,special,ADJ
card,special occasions,occasions,occasion,NOUN
card,letters,letters,letter,NOUN
cardboard,package things,package,package,NOUN
cardboard,tear open,tear,tear,VERB
cardboard,tear open,open,open,ADJ
cardboard,use as cover,use,use,VERB
cardboard,use as cover,cover,cover,NOUN
carpet,walk on,walk,walk,VERB
carpet,to pad objects,pad,pad,VERB
carpet,to pad objects,objects,object,VERB
carpet,flooring,flooring,flooring,NOUN
carport,parking car,parking,park,VERB
carport,parking car,car,car,NOUN
carport,storage,storage,store,VERB
carport,put car under,put,put,VERB
carport,put car under,car,car,NOUN
carport,park car,park,park,VERB
carport,park car,car,car,NOUN
carport,workshop,workshop,workshop,NOUN
carrot,rabbit,rabbit,rabbit,NOUN
cart,holder,holder,hold,VERB
carton,money jug,money,money,NOUN
carton,money jug,jug,jug,NOUN
carton,refill,refill,refill,VERB
cartridge,load,load,load,VERB
case,crimes solving,crimes,crime,NOUN
case,crimes solving,solving,solve,VERB
case,investigate,investigate,investigate,VERB
casebook,to store books?,store,store,VERB
casebook,to store books?,books,book,NOUN
cash,spend it,spend,spend,VERB
cashier,sort money,sort,sort,VERB
cashier,sort money,money,money,NOUN
cashier,collect money,collect,collect,VERB
cashier,collect money,money,money,NOUN
cashier,exchange objects for money,exchange,exchange,VERB
cashier,exchange objects for money,objects,object,VERB
cashier,exchange objects for money,money,money,NOUN
castle,living in it,living,live,VERB
castle,looking at it,looking,look,VERB
castle,taking pictures of it,taking,take,VERB
castle,taking pictures of it,pictures,picture,NOUN
catnip,give to cats,give,give,VERB
catnip,give to cats,cats,cat,NOUN
catsup,served,served,serve,VERB
cattle,to raise,raise,raise,VERB
catwalk,to showcase,showcase,showcase,VERB
catwalk,to brag,brag,brag,VERB
catwalk,to display talent,display,display,VERB
catwalk,to display talent,talent,talent,NOUN
catwalk,walk on it,walk,walk,VERB
catwalk,photograph it,photograph,photograph,VERB
catwalk,run on it,run,run,VERB
catwalk,dance on it,dance,dance,VERB
catwalk,stand on it,stand,stand,VERB
catwalk,throw stuff on it,throw,throw,VERB
catwalk,shine lights on it,shine,shine,VERB
catwalk,shine lights on it,lights,light,NOUN
cedar,to harvest,harvest,harvest,VERB
cedar,cedar,cedar,cedar,NOUN
cellar,save food and drink,save,save,VERB
cellar,save food and drink,food,food,NOUN
cellar,save food and drink,drink,drink,NOUN
cellar,to store,store,store,VERB
cellar,to hide,hide,hide,VERB
cellar,used for wine,used,use,VERB
cellar,used for wine,wine,wine,NOUN
cellar,servant,servant,servant,NOUN
cellist,play music,play,play,VERB
cellist,play music,music,music,NOUN
