Stimuli.Cue,affordance_parsed,word,lemma,POS,Source
pistachio,crack,crack,crack,VERB,ILL_STATE
pistachio,spit,spit,spit,VERB,ILL_STATE
pistachio,chew ,chew,chew,VERB,ILL_STATE
glue,stick,stick,stick,VERB,ILL_STATE
glue,hold together ,hold,hold,VERB,ILL_STATE
glue,hold together ,together,together,ADV,ILL_STATE
suitcase,hold clothes,hold,hold,VERB,ILL_STATE
suitcase,hold clothes,clothes,clothes,NOUN,ILL_STATE
suitcase,travel easily,travel,travel,VERB,ILL_STATE
suitcase,travel easily,easily,easily,ADV,ILL_STATE
suitcase,storage,storage,store,VERB,ILL_STATE
germ,infection,infection,infect,VERB,ILL_STATE
taxi,transport people,transport,transport,VERB,ILL_STATE
taxi,transport people,people,people,NOUN,ILL_STATE
taxi,provide a wage,provide,provide,VERB,ILL_STATE
taxi,provide a wage,wage,wage,NOUN,ILL_STATE
taxi,hold luggage,hold,hold,VERB,ILL_STATE
taxi,hold luggage,luggage,luggage,NOUN,ILL_STATE
taxi,keep people safe,keep,keep,VERB,ILL_STATE
taxi,keep people safe,people,people,NOUN,ILL_STATE
taxi,keep people safe,safe,safe,ADJ,ILL_STATE
dildo,masturbation,masturbation,masturbate,VERB,ILL_STATE
dildo,sex,sex,sex,VERB,ILL_STATE
narcotics,recreational drug use,recreational,recreational,ADJ,ILL_STATE
narcotics,recreational drug use,drug,drug,NOUN,ILL_STATE
narcotics,recreational drug use,use,use,VERB,ILL_STATE
narcotics,changes mood,changes,change,VERB,ILL_STATE
narcotics,changes mood,mood,mood,NOUN,ILL_STATE
narcotics,makes people feel good,makes,make,VERB,ILL_STATE
narcotics,makes people feel good,people,people,NOUN,ILL_STATE
narcotics,makes people feel good,feel,feel,VERB,ILL_STATE
narcotics,makes people feel good,good,good,ADJ,ILL_STATE
chairwoman,leadership,leadership,leadership,NOUN,ILL_STATE
chairwoman,participate on a committee,participate,participate,VERB,ILL_STATE
chairwoman,participate on a committee,committee,committee,NOUN,ILL_STATE
chairwoman,make decisions,make,make,VERB,ILL_STATE
chairwoman,make decisions,decisions,decision,NOUN,ILL_STATE
backgammon,have fun,fun,fun,NOUN,ILL_STATE
backgammon,build community,build,build,NOUN,ILL_STATE
backgammon,build community,community,community,NOUN,ILL_STATE
gift,show love and appreciation,show,show,VERB,ILL_STATE
gift,show love and appreciation,love,love,NOUN,ILL_STATE
gift,show love and appreciation,appreciation,appreciation,NOUN,ILL_STATE
gift,celebrate ,celebrate,celebrate,NOUN,ILL_STATE
train,transport people and things,transport,transport,NOUN,ILL_STATE
train,transport people and things,people,people,NOUN,ILL_STATE
train,transport people and things,things,thing,NOUN,ILL_STATE
train,provide peoples salaries,provide,provide,VERB,ILL_STATE
train,provide peoples salaries,peoples,people,NOUN,ILL_STATE
train,provide peoples salaries,salaries,salary,NOUN,ILL_STATE
train,store stuff,store,store,VERB,ILL_STATE
train,store stuff,stuff,stuff,NOUN,ILL_STATE
brickwork,keep structures up,keep,keep,VERB,ILL_STATE
brickwork,keep structures up,structures,structure,NOUN,ILL_STATE
brickwork,decoration,decoration,decorate,VERB,ILL_STATE
broccoli,cooking,cooking,cook,VERB,ILL_STATE
broccoli,eating,eating,eat,VERB,ILL_STATE
broccoli,nutrition,nutrition,nutrition,NOUN,ILL_STATE
broccoli,keeps people healthy,keeps,keep,VERB,ILL_STATE
broccoli,keeps people healthy,people,people,NOUN,ILL_STATE
broccoli,keeps people healthy,healthy,healthy,ADJ,ILL_STATE
roommate,split rent,split,split,VERB,ILL_STATE
roommate,split rent,rent,rent,VERB,ILL_STATE
roommate,companionship,companionship,companionship,NOUN,ILL_STATE
roommate,cleaning,cleaning,clean,VERB,ILL_STATE
roommate,safety ,safety,safety,NOUN,ILL_STATE
binoculars,make things easier to see,make,make,VERB,ILL_STATE
binoculars,make things easier to see,things,thing,NOUN,ILL_STATE
binoculars,make things easier to see,easier,easier,ADJ,ILL_STATE
binoculars,make things easier to see,see,see,VERB,ILL_STATE
binoculars,prop,prop,prop,NOUN,ILL_STATE
bridegroom,married,married,marry,VERB,ILL_STATE
game,entertainment,entertainment,entertainment,NOUN,ILL_STATE
game,education,education,educate,VERB,ILL_STATE
game,form relationships,form,form,NOUN,ILL_STATE
game,form relationships,relationships,relationship,NOUN,ILL_STATE
game,exercise,exercise,exercise,VERB,ILL_STATE
tricycle,transportation,transportation,transport,VERB,ILL_STATE
broach,decoration,decoration,decorate,VERB,ILL_STATE
salt,provide electrolytes,provide,provide,VERB,ILL_STATE
salt,provide electrolytes,electrolytes,electrolyte,NOUN,ILL_STATE
salt,season food,season,season,VERB,ILL_STATE
salt,season food,food,food,NOUN,ILL_STATE
salt,keep snow from sticking,keep,keep,VERB,ILL_STATE
salt,keep snow from sticking,snow,snow,NOUN,ILL_STATE
salt,keep snow from sticking,sticking,sticke,VERB,ILL_STATE
salt,make ice cream,make,make,VERB,ILL_STATE
salt,make ice cream,ice,ice cream,NOUN,ILL_STATE
tepee,housing,housing,housing,NOUN,ILL_STATE
tepee,cultural symbol,cultural,cultural,ADJ,ILL_STATE
tepee,cultural symbol,symbol,symbol,NOUN,ILL_STATE
cologne,make people smell good,make,make,VERB,ILL_STATE
cologne,make people smell good,people,people,NOUN,ILL_STATE
cologne,make people smell good,smell,smell,INTJ,ILL_STATE
cologne,make people smell good,good,good,ADJ,ILL_STATE
cologne,attract attention,attract,attract,VERB,ILL_STATE
cologne,attract attention,attention,attention,NOUN,ILL_STATE
horseshoe,protect a horse foot,protect,protect,VERB,ILL_STATE
horseshoe,protect a horse foot,horse,horse,NOUN,ILL_STATE
horseshoe,protect a horse foot,foot,foot,NOUN,ILL_STATE
mammal,pet,pet,pet,NOUN,ILL_STATE
mammal,zoo animal,zoo,zoo,NOUN,ILL_STATE
mammal,zoo animal,animal,animal,NOUN,ILL_STATE
mammal,food chain,food,food,NOUN,ILL_STATE
mammal,food chain,chain,chain,NOUN,ILL_STATE
bulb,light rooms,light,light,VERB,ILL_STATE
bulb,light rooms,rooms,room,NOUN,ILL_STATE
calipers,measure things,measure,measure,VERB,ILL_STATE
calipers,measure things,things,thing,NOUN,ILL_STATE
damsel,women arent objects,women,woman,NOUN,ILL_STATE
damsel,women arent objects,objects,object,VERB,ILL_STATE
lei,cultural symbol,cultural,cultural,ADJ,ILL_STATE
lei,cultural symbol,symbol,symbol,NOUN,ILL_STATE
lei,accessory,accessory,accessory,INTJ,ILL_STATE
snail,eating,eating,eat,VERB,ILL_STATE
snail,cleaning fish tanks,cleaning,cleaning,NOUN,ILL_STATE
snail,cleaning fish tanks,fish,fish,NOUN,ILL_STATE
snail,cleaning fish tanks,tanks,tank,NOUN,ILL_STATE
snail,pet,pet,pet,NOUN,ILL_STATE
fedora,protect head,protect,protect,VERB,ILL_STATE
fedora,protect head,head,head,NOUN,ILL_STATE
fedora,accessory,accessory,accessory,INTJ,ILL_STATE
offspring,taken care of,taken,take,VERB,ILL_STATE
offspring,taken care of,care,care,NOUN,ILL_STATE
offspring,financial support in future,financial,financial,ADJ,ILL_STATE
offspring,financial support in future,support,support,NOUN,ILL_STATE
offspring,financial support in future,future,future,NOUN,ILL_STATE
nutcracker,open nuts,open,open,VERB,ILL_STATE
nutcracker,open nuts,nuts,nut,NOUN,ILL_STATE
nutcracker,christmas decoration,christmas,christmas,PROPN,ILL_STATE
nutcracker,christmas decoration,decoration,decoration,NOUN,ILL_STATE
nutcracker,entertainment,entertainment,entertainment,NOUN,ILL_STATE
sauna,steam,steam,steam,NOUN,ILL_STATE
sauna,relax,relax,relax,VERB,ILL_STATE
sauna,meditate,meditate,meditate,VERB,ILL_STATE
compass,direct,direct,direct,ADJ,ILL_STATE
compass,center,center,center,NOUN,ILL_STATE
compass,guide,guide,guide,NOUN,ILL_STATE
watermelon,eat,eat,eat,VERB,ILL_STATE
watermelon,cut,cut,cut,VERB,ILL_STATE
watermelon,refrigerate ,refrigerate,refrigerate,VERB,ILL_STATE
glassware,clean,clean,clean,VERB,ILL_STATE
glassware,display,display,display,NOUN,ILL_STATE
glassware,eat with,eat,eat,VERB,ILL_STATE
lyre,compose,compose,compose,VERB,ILL_STATE
lyre,music,music,music,NOUN,ILL_STATE
shortbread,cook,cook,cake,VERB,ILL_STATE
shortbread,bake,bake,bake,VERB,ILL_STATE
shortbread,eat,eat,eat,VERB,ILL_STATE
cow,herd,herd,herd,VERB,ILL_STATE
cow,farm,farm,farm,NOUN,ILL_STATE
cow,raise,raise,raise,VERB,ILL_STATE
cow,pet,pet,pet,NOUN,ILL_STATE
cow,play,play,play,VERB,ILL_STATE
cradle,crib,crib,crib,NOUN,ILL_STATE
cradle,sleep,sleep,sleep,VERB,ILL_STATE
cradle,hold,hold,hold,VERB,ILL_STATE
braid,hair,hair,hair,NOUN,ILL_STATE
braid,rope,rope,rope,NOUN,ILL_STATE
vodka,drink,drink,drink,VERB,ILL_STATE
carpeting,install,install,install,VERB,ILL_STATE
carpeting,purchase,purchase,purchase,VERB,ILL_STATE
yearbook,sign,sign,sign,VERB,ILL_STATE
yearbook,view,view,view,NOUN,ILL_STATE
yearbook,create,create,create,VERB,ILL_STATE
cellophane,wrap,wrap,wrap,NOUN,ILL_STATE
oregano,season,season,season,VERB,ILL_STATE
oregano,garnish,garnish,garnish,VERB,ILL_STATE
oregano,include,include,include,VERB,ILL_STATE
handbag,use,use,use,VERB,ILL_STATE
handbag,carry,carry,carry,VERB,ILL_STATE
handbag,buy,buy,buy,VERB,ILL_STATE
pillar,support,support,support,VERB,ILL_STATE
pillar,contruct,construct,construct,VERB,ILL_STATE
caviar,eat,eat,eat,VERB,ILL_STATE
extinguisher,use,use,use,VERB,ILL_STATE
extinguisher,store,store,store,VERB,ILL_STATE
porch,sit,sit,sit,VERB,ILL_STATE
porch,relax,relax,relax,VERB,ILL_STATE
porch,talk,talk,talk,VERB,ILL_STATE
porch,build,build,build,VERB,ILL_STATE
barricade,create,create,create,VERB,ILL_STATE
barricade,protect,protect,protect,VERB,ILL_STATE
pepper,season,season,season,VERB,ILL_STATE
pepper,garnish,garnish,garnish,VERB,ILL_STATE
residence,live,live,live,VERB,ILL_STATE
residence,build,build,build,VERB,ILL_STATE
residence,buy,buy,buy,VERB,ILL_STATE
residence,sell,sell,sell,VERB,ILL_STATE
headdress,wear,wear,wear,VERB,ILL_STATE
headdress,ceremony,ceremony,ceremony,NOUN,ILL_STATE
footstool,step-on,step,step,VERB,ILL_STATE
divorcee,manage,manage,manage,VERB,ILL_STATE
divorcee,rethink,rethink,rethink,VERB,ILL_STATE
cabin,build,build,build,VERB,ILL_STATE
cabin,create,create,create,VERB,ILL_STATE
cabin,live,live,live,VERB,ILL_STATE
cabin,decorate,decorate,decorate,VERB,ILL_STATE
beer,drink,drink,drink,VERB,ILL_STATE
beer,brew,brew,brew,VERB,ILL_STATE
pliers,construction,construction,construction,NOUN,ILL_STATE
pliers,trades,trades,trade,NOUN,ILL_STATE
pliers,build,build,build,VERB,ILL_STATE
newsman,broadcast,broadcast,broadcast,VERB,ILL_STATE
newsman,inform,inform,inform,VERB,ILL_STATE
racehorse,race,race,race,VERB,ILL_STATE
racehorse,run,run,run,VERB,ILL_STATE
racehorse,complete,complete,complete,ADJ,ILL_STATE
washstand,wash hands,wash,wash,VERB,ILL_STATE
washstand,wash hands,hands,hand,NOUN,ILL_STATE
washstand,clean,clean,clean,VERB,ILL_STATE
washstand,do make up,make,make,VERB,ILL_STATE
washstand,brush teeth,brush,brush,VERB,ILL_STATE
washstand,brush teeth,teeth,tooth,NOUN,ILL_STATE
wounds,clean,clean,clean,VERB,ILL_STATE
wounds,dress,dress,dress,NOUN,ILL_STATE
wounds,open,open,open,VERB,ILL_STATE
wounds,wrap,wrap,wrap,VERB,ILL_STATE
wounds,heal,heal,heal,VERB,ILL_STATE
tugboat,tow,tow,tow,VERB,ILL_STATE
tugboat,row,row,row,VERB,ILL_STATE
sneaker,wear,wear,wear,VERB,ILL_STATE
sneaker,tie,tie,tie,VERB,ILL_STATE
sneaker,run,run,run,VERB,ILL_STATE
sneaker,put on,put,put,VERB,ILL_STATE
sneaker,take off,take,take,VERB,ILL_STATE
pillowcase,sleep on,sleep,sleep,VERB,ILL_STATE
pillowcase,wash,wash,wash,VERB,ILL_STATE
pillowcase,put on,put,put,VERB,ILL_STATE
pillowcase,dry,dry,dry,VERB,ILL_STATE
lawyer,defend yourself,defend,defend,VERB,ILL_STATE
lawyer,financial help,financial,financial,ADJ,ILL_STATE
lawyer,financial help,help,help,VERB,ILL_STATE
lobe,listen,listen,listen,VERB,ILL_STATE
absinthe,drink,drink,drink,VERB,ILL_STATE
absinthe,die,die,die,VERB,ILL_STATE
absinthe,drunk,drunk,drink,VERB,ILL_STATE
lady,marry,marry,marry,VERB,ILL_STATE
lady,befriend,befriend,befriend,VERB,ILL_STATE
Food,eat,eat,eat,VERB,ILL_STATE
Food,cook,cook,cake,VERB,ILL_STATE
Food,throw out,throw,throw,VERB,ILL_STATE
Food,heat up,heat,heat,VERB,ILL_STATE
pushcart,carry things,carry,carry,VERB,ILL_STATE
pushcart,carry things,things,thing,NOUN,ILL_STATE
pushcart,haul,haul,haul,VERB,ILL_STATE
pushcart,push,push,push,VERB,ILL_STATE
scissor,cut,cut,cut,VERB,ILL_STATE
scissor,stab,stab,stab,VERB,ILL_STATE
scissor,open things,open,open,VERB,ILL_STATE
scissor,open things,things,thing,NOUN,ILL_STATE
soles,walk on,walk,walk,VERB,ILL_STATE
soles,run on,run,run,VERB,ILL_STATE
maple,syrup,syrup,syrup,NOUN,ILL_STATE
maple,leaves,leaves,leave,VERB,ILL_STATE
eyedrop,fix,fix,fix,VERB,ILL_STATE
eyedrop,wet eyes,wet,wet,ADJ,ILL_STATE
eyedrop,wet eyes,eyes,eyes,NOUN,ILL_STATE
eyedrop,relieve pain,relieve,relieve,ADJ,ILL_STATE
eyedrop,relieve pain,pain,pain,NOUN,ILL_STATE
doghouse,sleep in,sleep,sleep,VERB,ILL_STATE
doghouse,build,build,build,VERB,ILL_STATE
neckwear,wear,wear,wear,VERB,ILL_STATE
neckwear,style,style,style,NOUN,ILL_STATE
neckwear,take off,take,take,VERB,ILL_STATE
boathouse,store boat,store,store,VERB,ILL_STATE
boathouse,store boat,boat,boat,NOUN,ILL_STATE
boathouse,live in,live,live,VERB,ILL_STATE
boathouse,clean,clean,clean,VERB,ILL_STATE
boathouse,build,build,build,VERB,ILL_STATE
thumb,poke,poke,poke,VERB,ILL_STATE
thumb,cut nail,cut,cut,VERB,ILL_STATE
thumb,cut nail,nail,nail,NOUN,ILL_STATE
thumb,move,move,move,VERB,ILL_STATE
sweetener,use in coffee,use,use,VERB,ILL_STATE
sweetener,use in coffee,coffee,coffee,NOUN,ILL_STATE
sweetener,eat,eat,eat,VERB,ILL_STATE
sweetener,ingest,ingest,ingest,VERB,ILL_STATE
icing,lick,lick,lick,VERB,ILL_STATE
icing,decorate,decorate,decorate,VERB,ILL_STATE
Leaf,pick,pick,pick,VERB,ILL_STATE
Leaf,throw,throw,throw,VERB,ILL_STATE
Leaf,make a pile,make,make,VERB,ILL_STATE
Leaf,make a pile,pile,pile,NOUN,ILL_STATE
Leaf,crush,crush,crush,VERB,ILL_STATE
fixture,turn on,turn,turn,VERB,ILL_STATE
fixture,turn off,turn,turn,VERB,ILL_STATE
fixture,put up,put,put,VERB,ILL_STATE
staff,hold things up,hold,hold,VERB,ILL_STATE
staff,hold things up,things,thing,NOUN,ILL_STATE
staff,hire,hire,hire,VERB,ILL_STATE
staff,fire,fire,fire,NOUN,ILL_STATE
gavel,bang,bang,bang,VERB,ILL_STATE
opium,smoke,smoke,smoke,NOUN,ILL_STATE
opium,cook,cook,cake,VERB,ILL_STATE
opium,ingest,ingest,ingest,VERB,ILL_STATE
abdomen,work out,work,work,NOUN,ILL_STATE
abdomen,pierce,pierce,pierce,NOUN,ILL_STATE
abdomen,surgery,surgery,surgery,NOUN,ILL_STATE
finger,point,point,point,NOUN,ILL_STATE
finger,bend,bend,bend,VERB,ILL_STATE
finger,break,break,break,VERB,ILL_STATE
wallpaper,plaster,plaster,plaster,NOUN,ILL_STATE
wallpaper,hang,hang,hang,VERB,ILL_STATE
wallpaper,stick,stick,stick,NOUN,ILL_STATE
gravy,pour,pour,pour,VERB,ILL_STATE
gravy,scoop,scoop,scoop,VERB,ILL_STATE
gravy,warm,warm,warm,VERB,ILL_STATE
gravy,cook,cook,cake,VERB,ILL_STATE
pinwheel,wind,wind,wind,NOUN,ILL_STATE
pinwheel,decoration,decoration,decorate,VERB,ILL_STATE
gold,wear,wear,wear,VERB,ILL_STATE
gold,make,make,make,VERB,ILL_STATE
gold,decorate,decorate,decorate,VERB,ILL_STATE
gold,money,money,money,NOUN,ILL_STATE
gold,mine,mine,mine,PRON,ILL_STATE
mandolin,play,play,play,VERB,ILL_STATE
wafer,eat,eat,eat,VERB,ILL_STATE
jaw,chew,chew,chew,VERB,ILL_STATE
jaw,talk,talk,talk,VERB,ILL_STATE
jaw,move,move,move,VERB,ILL_STATE
jaw,pop,pop,pop,VERB,ILL_STATE
anklet,wear,wear,wear,VERB,ILL_STATE
anklet,style,style,style,NOUN,ILL_STATE
anklet,design,design,design,VERB,ILL_STATE
hammock,lay,lay,lay,VERB,ILL_STATE
hammock,rock,rock,rock,VERB,ILL_STATE
hammock,sit,sit,sit,VERB,ILL_STATE
hammock,relax,relax,relax,VERB,ILL_STATE
catfish,eat,eat,eat,VERB,ILL_STATE
catfish,catch,catch,catch,VERB,ILL_STATE
catfish,boil,boil,boil,VERB,ILL_STATE
catfish,bake,bake,bake,VERB,ILL_STATE
catfish,cook,cook,cake,VERB,ILL_STATE
mutt,walk,walk,walk,VERB,ILL_STATE
mutt,bark,bark,bark,VERB,ILL_STATE
mutt,run,run,run,VERB,ILL_STATE
mutt,pant,pant,pant,VERB,ILL_STATE
nectar,eat,eat,eat,VERB,ILL_STATE
nectar,harvest,harvest,harvest,VERB,ILL_STATE
nectar,drizzle,drizzle,drizzle,VERB,ILL_STATE
shelf,rest,rest,rest,VERB,ILL_STATE
shelf,fill,fill,fill,NOUN,ILL_STATE
shelf,decorate,decorate,decorate,VERB,ILL_STATE
shelf,store,store,store,VERB,ILL_STATE
labrador,bark,bark,bark,VERB,ILL_STATE
labrador,run,run,run,VERB,ILL_STATE
labrador,walk,walk,walk,VERB,ILL_STATE
labrador,pant,pant,pant,VERB,ILL_STATE
labrador,drink,drink,drink,VERB,ILL_STATE
labrador,eat,eat,eat,VERB,ILL_STATE
