"Username","Condition.Description","Stimuli.Cue","Procedure.Item","affordance_parsed","word","lemma","POS"
"w10012802_agb","Version 40","goldsmith",1194,"shape gold","gold","gold","INTJ"
"w10012802_agb","Version 40","goldsmith",1194,"use ppe","use","use","VERB"
"w10012802_agb","Version 40","goldsmith",1194,"make jewelry","make","make","VERB"
"w10012802_agb","Version 40","goldsmith",1194,"make jewelry","jewelry","jewelry","NOUN"
"w10012802_agb","Version 40","goldsmith",1194,"pay","pay","pay","VERB"
"w10012802_agb","Version 40","goldsmith",1194,"call","call","call","NOUN"
"w10012802_agb","Version 40","stopwatch",1186,"keep time","keep","keep","VERB"
"w10012802_agb","Version 40","stopwatch",1186,"keep time","time","time","NOUN"
"w10012802_agb","Version 40","stopwatch",1186,"hold","hold","hold","INTJ"
"w10012802_agb","Version 40","stopwatch",1186,"fiddle","fiddle","fiddle","NOUN"
"w10012802_agb","Version 40","stopwatch",1186,"place in pocket","place","place","NOUN"
"w10012802_agb","Version 40","stopwatch",1186,"place in pocket","pocket","pocket","NOUN"
"w10012802_agb","Version 40","stopwatch",1186,"gift","gift","gift","NOUN"
"w10012802_agb","Version 40","stopwatch",1186,"receive","receive","receive","VERB"
"w10012802_agb","Version 40","stopwatch",1186,"open","open","open","ADJ"
"w10012802_agb","Version 40","stopwatch",1186,"close","close","close","ADJ"
"w10012802_agb","Version 40","stopwatch",1186,"clean","clean","clean","ADJ"
"w10012802_agb","Version 40","stopwatch",1186,"wear","wear","wear","VERB"
"w10012802_agb","Version 40","stopwatch",1186,"take","take","take","VERB"
"w10012802_agb","Version 40","stopwatch",1186,"reset","reset","reset","NOUN"
"w10012802_agb","Version 40","bat",1193,"swing","swing","sw","NOUN"
"w10012802_agb","Version 40","bat",1193,"drop","drop","drop","VERB"
"w10012802_agb","Version 40","bat",1193,"throw","throw","throw","INTJ"
"w10012802_agb","Version 40","bat",1193,"hit with","hit","hit","VERB"
"w10012802_agb","Version 40","bat",1193,"follow through with","follow","follow","VERB"
"w10012802_agb","Version 40","bat",1193,"buy","buy","buy","VERB"
"w10012802_agb","Version 40","bat",1193,"make","make","make","VERB"
"w10012802_agb","Version 40","bat",1193,"give","give","give","VERB"
"w10012802_agb","Version 40","bat",1193,"share","share","share","NOUN"
"w10012802_agb","Version 40","bat",1193,"break","break","break","NOUN"
"w10012802_agb","Version 40","bat",1193,"wrap with tape","wrap","wrap","NOUN"
"w10012802_agb","Version 40","bat",1193,"wrap with tape","tape","tape","NOUN"
"w10012802_agb","Version 40","signpost",1199,"read","read","read","VERB"
"w10012802_agb","Version 40","signpost",1199,"see","see","see","VERB"
"w10012802_agb","Version 40","signpost",1199,"steal","steal","steal","NOUN"
"w10012802_agb","Version 40","signpost",1199,"paint","paint","paint","VERB"
"w10012802_agb","Version 40","signpost",1199,"lean against","lean","lean","ADJ"
"w10012802_agb","Version 40","signpost",1199,"repair","repair","repair","NOUN"
"w10012802_agb","Version 40","signpost",1199,"replace","replace","replace","VERB"
"w10012802_agb","Version 40","signpost",1199,"move","move","move","VERB"
"w10012802_agb","Version 40","signpost",1199,"put in ground","put","put","VERB"
"w10012802_agb","Version 40","signpost",1199,"put in ground","ground","ground","NOUN"
"w10012802_agb","Version 40","newspaperman",1196,"pay","pay","pay","VERB"
"w10012802_agb","Version 40","newspaperman",1196,"give papers","give","give","VERB"
"w10012802_agb","Version 40","newspaperman",1196,"give papers","papers","papers","NOUN"
"w10012802_agb","Version 40","newspaperman",1196,"ride bike","ride","ride","NOUN"
"w10012802_agb","Version 40","newspaperman",1196,"ride bike","bike","bike","NOUN"
"w10012802_agb","Version 40","newspaperman",1196,"throw papers","throw","throw","INTJ"
"w10012802_agb","Version 40","newspaperman",1196,"throw papers","papers","papers","NOUN"
"w10012802_agb","Version 40","newspaperman",1196,"drive route","drive","drive","VERB"
"w10012802_agb","Version 40","newspaperman",1196,"drive route","route","route","NOUN"
"w10012802_agb","Version 40","buckle",1189,"undo it","undo","undo","NOUN"
"w10012802_agb","Version 40","buckle",1189,"clean","clean","clean","ADJ"
"w10012802_agb","Version 40","buckle",1189,"sew on","sew","sew","NOUN"
"w10012802_agb","Version 40","buckle",1189,"buy","buy","buy","VERB"
"w10012802_agb","Version 40","clitoris",1173,"pleasure","pleasure","pleasure","NOUN"
"w10012802_agb","Version 40","clitoris",1173,"wash","wash","wash","INTJ"
"w10012802_agb","Version 40","clitoris",1173,"rinse","rinse","rinse","NOUN"
"w10012802_agb","Version 40","clitoris",1173,"clothe","clothe","cloto","NOUN"
"w10012802_agb","Version 40","piccolo",1183,"play","play","play","VERB"
"w10012802_agb","Version 40","piccolo",1183,"listen","listen","listen","VERB"
"w10012802_agb","Version 40","piccolo",1183,"hold","hold","hold","INTJ"
"w10012802_agb","Version 40","piccolo",1183,"give","give","give","VERB"
"w10012802_agb","Version 40","piccolo",1183,"clean","clean","clean","ADJ"
"w10012802_agb","Version 40","piccolo",1183,"dust off","dust","dust","NOUN"
"w10012802_agb","Version 40","piccolo",1183,"sale","sale","sale","NOUN"
"w10012802_agb","Version 40","piccolo",1183,"buy","buy","buy","VERB"
"w10012802_agb","Version 40","acorn",1198,"pick up","pick","pick","VERB"
"w10012802_agb","Version 40","acorn",1198,"make fairy crafts","make","make","VERB"
"w10012802_agb","Version 40","acorn",1198,"make fairy crafts","fairy","fairy","NOUN"
"w10012802_agb","Version 40","acorn",1198,"make fairy crafts","crafts","craft","NOUN"
"w10012802_agb","Version 40","acorn",1198,"eat","eat","eat","VERB"
"w10012802_agb","Version 40","acorn",1198,"give to squirrels","give","give","VERB"
"w10012802_agb","Version 40","acorn",1198,"give to squirrels","squirrels","squirrel","NOUN"
"w10012802_agb","Version 40","acorn",1198,"collect","collect","collect","NOUN"
"w10012802_agb","Version 40","acorn",1198,"kick","kick","kick","NOUN"
"w10012802_agb","Version 40","acorn",1198,"throw","throw","throw","INTJ"
"w10012802_agb","Version 40","acorn",1198,"see","see","see","VERB"
"w10012802_agb","Version 40","acorn",1198,"plant","plant","plant","NOUN"
"w10012802_agb","Version 40","acorn",1198,"bury","bury","bury","NOUN"
"w10012802_agb","Version 40","monk",1177,"consult","consult","consult","NOUN"
"w10012802_agb","Version 40","monk",1177,"sit with","sit","sit","VERB"
"w10012802_agb","Version 40","monk",1177,"listen","listen","listen","VERB"
"w10012802_agb","Version 40","monk",1177,"see","see","see","VERB"
"w10012802_agb","Version 40","monk",1177,"read of","read","read","VERB"
"w10012802_agb","Version 40","monk",1177,"understand","understand","understand","VERB"
"w10012802_agb","Version 40","monk",1177,"acquaint with","acquaint","acquaint","NOUN"
"w10012802_agb","Version 40","monk",1177,"eat with","eat","eat","VERB"
"w10012802_agb","Version 40","straitjacket",1188,"pull","pull","pull","NOUN"
"w10012802_agb","Version 40","straitjacket",1188,"wash","wash","wash","INTJ"
"w10012802_agb","Version 40","straitjacket",1188,"take","take","take","VERB"
"w10012802_agb","Version 40","straitjacket",1188,"rip","rip","rip","NOUN"
"w10012802_agb","Version 40","straitjacket",1188,"wear","wear","wear","VERB"
"w10012802_agb","Version 40","straitjacket",1188,"put on","put","put","VERB"
"w10012802_agb","Version 40","straitjacket",1188,"unbuckle","unbuckle","unbuckle","ADJ"
"w10012802_agb","Version 40","straitjacket",1188,"buckle","buckle","buckle","NOUN"
"w10012802_agb","Version 40","straitjacket",1188,"sew","sew","sew","NOUN"
"w10012802_agb","Version 40","straitjacket",1188,"twist in","twist","twist","NOUN"
"w10012802_agb","Version 40","straitjacket",1188,"keep immobile","keep","keep","VERB"
"w10012802_agb","Version 40","straitjacket",1188,"keep immobile","immobile","immobile","ADJ"
"w10012802_agb","Version 40","twine",1178,"twirl","twirl","twirl","INTJ"
"w10012802_agb","Version 40","twine",1178,"roll up","roll","roll","VERB"
"w10012802_agb","Version 40","twine",1178,"gather","gather","gather","NOUN"
"w10012802_agb","Version 40","twine",1178,"cut","cut","cut","VERB"
"w10012802_agb","Version 40","twine",1178,"tie","tie","tie","NOUN"
"w10012802_agb","Version 40","twine",1178,"knot","knot","knot","PART"
"w10012802_agb","Version 40","twine",1178,"thread","thread","thread","NOUN"
"w10012802_agb","Version 40","twine",1178,"make bracelet","make","make","VERB"
"w10012802_agb","Version 40","twine",1178,"make bracelet","bracelet","bracelet","NOUN"
"w10012802_agb","Version 40","twine",1178,"macrame","macrame","macrame","NOUN"
"w10012802_agb","Version 40","twine",1178,"buy","buy","buy","VERB"
"w10012802_agb","Version 40","twine",1178,"give","give","give","VERB"
"w10012802_agb","Version 40","twine",1178,"unravel","unravel","unravel","NOUN"
"w10012802_agb","Version 40","salad",1176,"eat","eat","eat","VERB"
"w10012802_agb","Version 40","salad",1176,"make","make","make","VERB"
"w10012802_agb","Version 40","salad",1176,"stir","stir","stir","NOUN"
"w10012802_agb","Version 40","salad",1176,"serve","serve","serve","VERB"
"w10012802_agb","Version 40","salad",1176,"add to meal","add","add","VERB"
"w10012802_agb","Version 40","salad",1176,"add to meal","meal","meal","NOUN"
"w10012802_agb","Version 40","salad",1176,"plate","plate","plate","NOUN"
"w10012802_agb","Version 40","pie",1179,"eat","eat","eat","VERB"
"w10012802_agb","Version 40","pie",1179,"make","make","make","VERB"
"w10012802_agb","Version 40","pie",1179,"bake","bake","bake","VERB"
"w10012802_agb","Version 40","pie",1179,"cool","cool","cool","ADJ"
"w10012802_agb","Version 40","pie",1179,"store","store","store","NOUN"
"w10012802_agb","Version 40","pie",1179,"digest","digest","digest","ADJ"
"w10012802_agb","Version 40","pie",1179,"taste","taste","taste","VERB"
"w10012802_agb","Version 40","pie",1179,"smell","smell","smell","INTJ"
"w10012802_agb","Version 40","pie",1179,"feel","feel","feel","VERB"
"w10012802_agb","Version 40","makeup",1187,"wear","wear","wear","VERB"
"w10012802_agb","Version 40","makeup",1187,"give","give","give","VERB"
"w10012802_agb","Version 40","makeup",1187,"hide","hide","hide","NOUN"
"w10012802_agb","Version 40","makeup",1187,"dress up","dress","dress","NOUN"
"w10012802_agb","Version 40","makeup",1187,"make believe","make","make","VERB"
"w10012802_agb","Version 40","makeup",1187,"make believe","believe","believe","VERB"
"w10012802_agb","Version 40","makeup",1187,"cover","cover","cover","NOUN"
"w10012802_agb","Version 40","canteen",1184,"eat","eat","eat","VERB"
"w10012802_agb","Version 40","canteen",1184,"buy","buy","buy","VERB"
"w10012802_agb","Version 40","porridge",1191,"bake","bake","bake","VERB"
"w10012802_agb","Version 40","porridge",1191,"eat","eat","eat","VERB"
"w10012802_agb","Version 40","porridge",1191,"give","give","give","VERB"
"w10012802_agb","Version 40","porridge",1191,"serve","serve","serve","VERB"
"w10012802_agb","Version 40","porridge",1191,"cut","cut","cut","VERB"
"w10012802_agb","Version 40","porridge",1191,"scoop","scoop","scoop","NOUN"
"w10012802_agb","Version 40","porridge",1191,"smell","smell","smell","INTJ"
"w10012802_agb","Version 40","porridge",1191,"cool","cool","cool","ADJ"
"w10012802_agb","Version 40","porridge",1191,"store","store","store","NOUN"
"w10012802_agb","Version 40","oilcan",1201,"pour","pour","pour","VERB"
"w10012802_agb","Version 40","oilcan",1201,"store oil","store","store","NOUN"
"w10012802_agb","Version 40","oilcan",1201,"store oil","oil","oil","NOUN"
"w10012802_agb","Version 40","oilcan",1201,"role","role","role","NOUN"
"w10012802_agb","Version 40","oilcan",1201,"funnel","funnel","funnel","NOUN"
"w10012802_agb","Version 40","oilcan",1201,"open","open","open","ADJ"
"w10012802_agb","Version 40","oilcan",1201,"close","close","close","ADJ"
"w10012802_agb","Version 40","oilcan",1201,"twist","twist","twist","NOUN"
"w10012802_agb","Version 40","oilcan",1201,"unscrew","unscrew","unscrew","INTJ"
"w10012802_agb","Version 40","oilcan",1201,"screw","screw","screw","NOUN"
"w10012802_agb","Version 40","oilcan",1201,"wipe","wipe","wipe","INTJ"
"w10012802_agb","Version 40","epidermis",1192,"cut","cut","cut","VERB"
"w10012802_agb","Version 40","epidermis",1192,"break","break","break","NOUN"
"w10012802_agb","Version 40","epidermis",1192,"stitch","stitch","stitch","NOUN"
"w10012802_agb","Version 40","epidermis",1192,"moisten","moisten","moisten","ADV"
"w10012802_agb","Version 40","epidermis",1192,"dry","dry","dry","ADJ"
"w10012802_agb","Version 40","epidermis",1192,"wash","wash","wash","INTJ"
"w10012802_agb","Version 40","epidermis",1192,"pull","pull","pull","NOUN"
"w10012802_agb","Version 40","epidermis",1192,"pick","pick","pick","VERB"
"w10012802_agb","Version 40","epidermis",1192,"heal","heal","heal","NOUN"
"w10012802_agb","Version 40","epidermis",1192,"feel","feel","feel","VERB"
"w10012802_agb","Version 40","denims",1182,"wear","wear","wear","VERB"
"w10012802_agb","Version 40","denims",1182,"buy","buy","buy","VERB"
"w10012802_agb","Version 40","denims",1182,"hem","hem","hey","X"
"w10012802_agb","Version 40","denims",1182,"sew","sew","sew","NOUN"
"w10012802_agb","Version 40","denims",1182,"cut","cut","cut","VERB"
"w10012802_agb","Version 40","denims",1182,"fray","fray","fray","NOUN"
"w10012802_agb","Version 40","denims",1182,"give","give","give","VERB"
"w10012802_agb","Version 40","denims",1182,"roll","roll","roll","VERB"
"w10012802_agb","Version 40","denims",1182,"fold","fold","fold","VERB"
"w10012802_agb","Version 40","denims",1182,"hang","hang","hang","VERB"
"w10012802_agb","Version 40","denims",1182,"tuck","tuck","tuck","NOUN"
"w10012802_agb","Version 40","denims",1182,"grow into","grow","grow","VERB"
"w10012802_agb","Version 40","denims",1182,"grow out of","grow","grow","VERB"
"w10012802_agb","Version 40","denims",1182,"shrink","shrink","shrink","VERB"
"w10012802_agb","Version 40","denims",1182,"stretch","stretch","stretch","NOUN"
"w10012802_agb","Version 40","dance",1181,"learn","learn","learn","VERB"
"w10012802_agb","Version 40","dance",1181,"practice","practice","practice","NOUN"
"w10012802_agb","Version 40","dance",1181,"remember","remember","remember","VERB"
"w10012802_agb","Version 40","dance",1181,"teach","teach","teach","NOUN"
"w10012802_agb","Version 40","dance",1181,"walk through","walk","walk","VERB"
"w10012802_agb","Version 40","dance",1181,"move through","move","move","VERB"
"w10012802_agb","Version 40","dance",1181,"think of","think","think","VERB"
"w10012802_agb","Version 40","dance",1181,"tell about","tell","tell","VERB"
"w10012802_agb","Version 40","dance",1181,"watch","watch","watch","VERB"
"w10012802_agb","Version 40","dance",1181,"perform","perform","perform","VERB"
"w10012802_agb","Version 40","dance",1181,"choreograph","choreograph","choreograph","NOUN"
"w10012802_agb","Version 40","dance",1181,"manipulate","manipulate","manipulate","VERB"
"w10012802_agb","Version 40","piercing",1185,"make pretty","make","make","VERB"
"w10012802_agb","Version 40","piercing",1185,"make pretty","pretty","pretty","ADV"
"w10012802_agb","Version 40","piercing",1185,"clean","clean","clean","ADJ"
"w10012802_agb","Version 40","walker",1180,"walk dogs","walk","walk","VERB"
"w10012802_agb","Version 40","walker",1180,"walk dogs","dogs","dog","NOUN"
"w10012802_agb","Version 40","walker",1180,"help others","help","help","VERB"
"w10012802_agb","Version 40","walker",1180,"help others","others","other","NOUN"
"w10012802_agb","Version 40","walker",1180,"exercise","exercise","exercise","NOUN"
"w10012802_agb","Version 40","walker",1180,"better health","better","better","ADJ"
"w10012802_agb","Version 40","walker",1180,"better health","health","health","NOUN"
"w10012802_agb","Version 40","walker",1180,"see out","see","see","VERB"
"w10012802_agb","Version 40","walker",1180,"move around","move","move","VERB"
"w10012802_agb","Version 40","walker",1180,"move around","around","around","ADV"
"w10012802_agb","Version 40","walker",1180,"talk to","talk","talk","VERB"
"w10012802_agb","Version 40","walker",1180,"hear","hear","hear","VERB"
"w10012802_agb","Version 40","bleacher",1197,"sit on","sit","sit","VERB"
"w10012802_agb","Version 40","bleacher",1197,"put away","put","put","VERB"
"w10012802_agb","Version 40","bleacher",1197,"put away","away","away","ADV"
"w10012802_agb","Version 40","bleacher",1197,"clean","clean","clean","ADJ"
"w10012802_agb","Version 40","bleacher",1197,"walk through","walk","walk","VERB"
"w10012802_agb","Version 40","bleacher",1197,"walk over","walk","walk","VERB"
"w10012802_agb","Version 40","bleacher",1197,"walk around","walk","walk","VERB"
"w10012802_agb","Version 40","bleacher",1197,"walk around","around","around","ADV"
"w10012802_agb","Version 40","bleacher",1197,"sit under","sit","sit","VERB"
"w10012802_agb","Version 40","bleacher",1197,"heat up","heat","heat","NOUN"
"w10012802_agb","Version 40","bleacher",1197,"feel","feel","feel","VERB"
"w10012802_agb","Version 40","bleacher",1197,"lay on","lay","lay","VERB"
"w10012802_agb","Version 40","bleacher",1197,"see","see","see","VERB"
"w10012802_agb","Version 40","bleacher",1197,"buy","buy","buy","VERB"
"w10012802_agb","Version 40","bleacher",1197,"move","move","move","VERB"
"w10012802_agb","Version 40","tank",1174,"wear","wear","wear","VERB"
"w10012802_agb","Version 40","tank",1174,"tear","tear","tear","NOUN"
"w10012802_agb","Version 40","tank",1174,"put on","put","put","VERB"
"w10012802_agb","Version 40","tank",1174,"take off","take","take","VERB"
"w10012802_agb","Version 40","tank",1174,"cut","cut","cut","VERB"
"w10012802_agb","Version 40","tank",1174,"tie die","tie","tie","NOUN"
"w10012802_agb","Version 40","tank",1174,"tie die","die","die","VERB"
"w10012802_agb","Version 40","tank",1174,"buy","buy","buy","VERB"
"w10012802_agb","Version 40","tank",1174,"stretch","stretch","stretch","NOUN"
"w10012802_agb","Version 40","tank",1174,"give","give","give","VERB"
"w10012802_agb","Version 40","tank",1174,"shrink","shrink","shrink","VERB"
"w10012802_agb","Version 40","tank",1174,"dirty","dirty","dirty","ADJ"
"w10012802_agb","Version 40","tank",1174,"sweat in","sweat","sweat","X"
"w10012802_agb","Version 40","tank",1174,"embroider","embroider","embroider","NOUN"
"w10012802_agb","Version 40","tank",1174,"stain","stain","stain","NOUN"
"w10012802_agb","Version 40","tank",1174,"eat in","eat","eat","VERB"
"w10012802_agb","Version 40","tank",1174,"cover body","cover","cover","NOUN"
"w10012802_agb","Version 40","tank",1174,"cover body","body","body","NOUN"
"w10042471","Version 12","condiment",348,"hotdogs","hotdog","hotdog","X"
"w10042471","Version 12","condiment",348,"burgers","burgers","burgers","NOUN"
"w10042471","Version 12","condiment",348,"salads","salads","salad","NOUN"
"w10042471","Version 12","condiment",348,"eggs","eggs","egg","NOUN"
"w10042471","Version 12","condiment",348,"grits","grits","grit","NOUN"
"w10042471","Version 12","condiment",348,"tater tots","tater","tater","NOUN"
"w10042471","Version 12","condiment",348,"tater tots","tots","tot","NOUN"
"w10042471","Version 12","condiment",348,"fast food","fast","fast","ADJ"
"w10042471","Version 12","condiment",348,"fast food","food","food","NOUN"
"w10042471","Version 12","condiment",348,"restaurants","restaurants","restaurant","NOUN"
"w10042471","Version 12","toddler",350,"crib","crib","crib","NOUN"
"w10042471","Version 12","toddler",350,"toys","toys","toy","NOUN"
"w10042471","Version 12","toddler",350,"stroller","stroller","stroller","NOUN"
"w10042471","Version 12","toddler",350,"pacifier","pacifier","pacifier","NOUN"
"w10042471","Version 12","toddler",350,"baby bib","baby","baby","NOUN"
"w10042471","Version 12","toddler",350,"baby bib","bib","bib","NOUN"
"w10042471","Version 12","toddler",350,"baby clothes","baby","baby","NOUN"
"w10042471","Version 12","toddler",350,"baby clothes","clothes","clothe","NOUN"
"w10042471","Version 12","toddler",350,"car seat","car","car","NOUN"
"w10042471","Version 12","toddler",350,"car seat","seat","seat","NOUN"
"w10042471","Version 12","toddler",350,"teddy bear","teddy","teddy","NOUN"
"w10042471","Version 12","toddler",350,"teddy bear","bear","bear","NOUN"
"w10042471","Version 12","closet",349,"clothes","clothes","clothe","NOUN"
"w10042471","Version 12","closet",349,"shoes","shoes","shoe","VERB"
"w10042471","Version 12","closet",349,"storage","storage","storage","NOUN"
"w10042471","Version 12","closet",349,"comforters","comforters","comforter","NOUN"
"w10042471","Version 12","closet",349,"sheets","sheets","sheet","NOUN"
"w10042471","Version 12","closet",349,"towels","towels","towel","NOUN"
"w10042471","Version 12","closet",349,"blankets","blankets","blanket","NOUN"
"w10042471","Version 12","closet",349,"duffle bags","duffle","duffle","NOUN"
"w10042471","Version 12","closet",349,"duffle bags","bags","bag","NOUN"
"w10042471","Version 12","closet",349,"hand bags","hand","hand","NOUN"
"w10042471","Version 12","closet",349,"hand bags","bags","bag","NOUN"
"w10042471","Version 12","closet",349,"purses","purses","purse","NOUN"
"w10042471","Version 12","closet",349,"vacuum cleaner","vacuum","vacuum","NOUN"
"w10042471","Version 12","closet",349,"vacuum cleaner","cleaner","cleaner","NOUN"
"w10042471","Version 12","closet",349,"boxes","boxes","box","NOUN"
"w10042471","Version 12","closet",349,"electronics","electronics","electronics","NOUN"
